Time,Trial-0,Trial-1,Trial-2,Trial-3,Trial-4,Trial-5,Trial-6,Trial-7,Trial-8,Trial-9
0,465.0081329345703,464.49607849121094,464.86558532714844,464.57078552246094,464.6938781738281,465.0410614013672,466.05914306640625,465.4906463623047,466.42897033691406,465.6570587158203
1800,472.0033264160156,0.0,0.0,0.0,0.0,454.72119140625,146.71556091308594,0.0,118.45507049560547,0.0
3600,631.7542724609375,136.59259033203125,140.7380828857422,0.0,0.0,617.4872131347656,535.3096160888672,137.06448364257812,428.74229431152344,0.0
5400,0.0,630.19091796875,630.3587951660156,595.2257385253906,610.7900695800781,0.0,0.0,644.6104431152344,460.0519714355469,611.8410339355469
7200,278.30853271484375,0.0,0.0,0.0,0.0,0.0,265.4322204589844,0.0,209.34512329101562,0.0
9000,656.6741027832031,165.3668975830078,0.0,171.72096252441406,191.80123901367188,566.0493469238281,561.2247161865234,167.05780029296875,305.9300537109375,180.56492614746094
10800,0.0,619.1362915039062,508.0188293457031,598.658203125,639.1366577148438,0.0,0.0,587.6578063964844,552.3634643554688,620.53466796875
12600,187.20159912109375,0.0,0.0,0.0,0.0,136.22703552246094,207.45126342773438,0.0,0.0,0.0
14400,637.2551879882812,145.587158203125,243.5275421142578,0.0,138.24867248535156,543.3129577636719,507.9646301269531,141.11497497558594,178.1697540283203,194.83697509765625
16200,0.0,570.6993408203125,642.9901733398438,470.8668670654297,185.8804168701172,0.0,0.0,512.4842987060547,523.6859588623047,546.3782348632812
18000,373.9361267089844,0.0,0.0,0.0,577.4147033691406,136.62503051757812,157.08840942382812,0.0,0.0,0.0
19800,638.5194702148438,241.46636962890625,452.86029052734375,313.9289855957031,0.0,570.3069763183594,558.1581115722656,259.8919982910156,139.1234588623047,0.0
21600,0.0,746.3767700195312,707.8013916015625,759.8173217773438,258.500732421875,0.0,0.0,768.8454895019531,719.9831237792969,695.1477966308594
23400,336.407958984375,0.0,0.0,0.0,797.7149353027344,751.7158813476562,747.7032470703125,0.0,0.0,0.0
25200,811.9617919921875,741.9077453613281,600.7316741943359,731.7177124023438,0.0,135.23263549804688,624.9950256347656,793.9496459960938,822.4595642089844,804.1324768066406
27000,0.0,0.0,603.3575134277344,0.0,738.0318908691406,809.8110046386719,0.0,0.0,0.0,0.0
28800,781.3667602539062,776.9661865234375,732.771728515625,786.5438232421875,0.0,167.0545654296875,825.9060668945312,764.3182067871094,762.3471984863281,748.0171203613281
30600,0.0,0.0,0.0,0.0,776.7496032714844,796.2978515625,0.0,0.0,0.0,0.0
32400,737.6122131347656,766.0542297363281,804.8382873535156,771.7579956054688,0.0,0.0,763.5282592773438,767.0600280761719,756.2293090820312,751.6536865234375
34200,0.0,0.0,0.0,0.0,740.0461730957031,724.9622192382812,0.0,0.0,0.0,0.0
36000,813.3897094726562,780.4315490722656,730.5022583007812,739.9093322753906,0.0,153.94613647460938,768.9143371582031,762.411865234375,773.6126098632812,762.26318359375
37800,0.0,0.0,0.0,0.0,806.2840576171875,815.8750915527344,0.0,0.0,0.0,0.0
39600,781.983154296875,790.7779235839844,815.8406677246094,825.5541076660156,0.0,0.0,798.8488464355469,809.093505859375,815.0809936523438,826.4525451660156
41400,0.0,0.0,0.0,0.0,796.80322265625,784.8011169433594,0.0,0.0,0.0,0.0
43200,795.830322265625,787.7874755859375,795.4227905273438,777.3857116699219,0.0,0.0,788.9536743164062,790.8624572753906,780.6485595703125,786.9995727539062
45000,0.0,0.0,0.0,0.0,760.8520812988281,770.9655151367188,0.0,0.0,0.0,0.0
46800,767.9419250488281,763.5595397949219,752.0436706542969,765.2453918457031,0.0,0.0,749.3894348144531,743.2818908691406,749.0367736816406,645.9787902832031
48600,0.0,0.0,0.0,0.0,804.67236328125,798.9704284667969,0.0,0.0,0.0,0.0
50400,800.6051635742188,802.4497680664062,811.2381286621094,807.5980834960938,0.0,0.0,804.5387573242188,805.9045104980469,803.5587158203125,786.9421691894531
52200,0.0,0.0,0.0,0.0,771.9132385253906,773.9869079589844,0.0,0.0,0.0,0.0
54000,771.5505065917969,773.2917175292969,766.8851623535156,762.2289733886719,0.0,0.0,696.4247741699219,691.139404296875,686.0357055664062,747.2796325683594
55800,0.0,0.0,0.0,0.0,738.9143676757812,726.4637451171875,0.0,0.0,0.0,0.0
57600,638.8400726318359,619.3888702392578,630.4237670898438,652.2075805664062,0.0,0.0,749.7170104980469,743.7422485351562,747.04833984375,715.4658813476562
59400,0.0,0.0,0.0,0.0,639.5810089111328,704.870849609375,0.0,0.0,0.0,0.0
61200,776.5923767089844,772.9766235351562,757.9303588867188,769.0926513671875,383.87644958496094,0.0,606.4517211914062,647.6151275634766,615.4172210693359,675.0652770996094
63000,0.0,0.0,0.0,0.0,730.414794921875,728.0745239257812,558.0481567382812,0.0,428.6616973876953,0.0
64800,586.0583190917969,600.7420196533203,675.0800476074219,661.8612976074219,0.0,0.0,482.6068115234375,772.2727661132812,703.4375,750.4027404785156
66600,0.0,160.32186889648438,0.0,0.0,620.0641479492188,632.9960327148438,592.5907745361328,0.0,0.0,0.0
68400,724.9393920898438,700.2388000488281,652.4276123046875,671.6668701171875,0.0,0.0,0.0,332.6127014160156,596.7967376708984,576.9054412841797
70200,0.0,0.0,0.0,0.0,714.8064880371094,710.6572265625,647.1435546875,461.2737274169922,0.0,0.0
72000,522.2953643798828,578.2443542480469,653.5640563964844,631.3764038085938,0.0,0.0,0.0,326.1056213378906,659.29150390625,690.7293701171875
73800,147.3656463623047,0.0,0.0,0.0,500.8757781982422,499.9613952636719,584.0984649658203,392.70310974121094,0.0,0.0
75600,572.5982971191406,672.4452819824219,556.0968322753906,606.7011108398438,267.2498474121094,347.94512939453125,158.0678253173828,537.2148742675781,470.9527282714844,454.9863586425781
77400,0.0,0.0,0.0,0.0,177.6233673095703,173.2022247314453,597.4722900390625,0.0,0.0,0.0
79200,463.42442321777344,191.17745971679688,544.685302734375,417.82281494140625,522.9994812011719,528.5742950439453,0.0,464.7013397216797,534.3764190673828,519.2550506591797
81000,0.0,423.9734802246094,0.0,137.40603637695312,0.0,0.0,176.60955810546875,0.0,0.0,0.0
82800,544.0022735595703,134.4957275390625,211.81959533691406,519.9916534423828,384.47865295410156,199.677978515625,514.3625183105469,550.2536773681641,451.67466735839844,560.8371734619141
84600,0.0,554.1452484130859,581.8377380371094,0.0,433.5584411621094,463.4838104248047,0.0,0.0,172.69863891601562,0.0
86400,464.7377166748047,464.65403747558594,464.8116149902344,464.7002258300781,464.93186950683594,465.5728454589844,465.75535583496094,465.93634033203125,465.9570007324219,465.79624938964844
