Time,pressure_20,pressure_30,pressure_110,pressure_70,pressure_60,pressure_90,pressure_100,pressure_40,pressure_50,pressure_80,pressure_150,pressure_140,pressure_170,pressure_130,pressure_160,pressure_120,pressure_55,pressure_75,pressure_115,tank_volume_65,tank_volume_165,tank_volume_265
0,64.22938537597656,52.86460876464844,52.4169807434082,52.48653793334961,51.71990966796875,51.74578857421875,51.88985824584961,52.03480529785156,52.03483581542969,51.72046661376953,30.423511505126953,42.54909896850586,30.312564849853516,30.35719108581543,30.359800338745117,30.55377197265625,42.658782958984375,42.55318832397461,42.542015075683594,66.93000030517578,66.93000030517578,66.93000030517578
1800,60.63688278198242,51.616851806640625,51.42376708984375,51.50988006591797,52.27252197265625,51.36560821533203,51.50928497314453,51.23690414428711,51.37803268432617,51.59507751464844,30.25065040588379,42.60100173950195,30.11446189880371,30.163381576538086,30.401512145996094,30.09527587890625,42.23854446411133,42.366790771484375,42.396209716796875,67.58987426757812,67.08132934570312,67.03787231445312
3600,63.09733581542969,52.259796142578125,51.72514343261719,51.910919189453125,51.55024719238281,51.309844970703125,51.42236328125,51.444091796875,51.46016311645508,51.34125900268555,30.01006507873535,42.167236328125,29.866830825805664,29.92173194885254,29.95548439025879,30.018014907836914,42.17237854003906,42.145118713378906,42.13918685913086,66.78501892089844,66.53011322021484,66.55235290527344
5400,65.901123046875,53.26655960083008,51.906402587890625,52.470096588134766,52.1054573059082,51.04901123046875,51.493282318115234,51.17255783081055,51.36606216430664,51.36285400390625,30.098779678344727,42.301029205322266,29.618574142456055,29.852943420410156,30.101585388183594,30.016897201538086,42.03047180175781,42.03475570678711,42.03589630126953,67.34515380859375,66.71786499023438,66.7221908569336
7200,64.47881317138672,52.743858337402344,52.12995529174805,52.27507781982422,51.4742431640625,51.40393829345703,51.55474090576172,51.701175689697266,51.70211410522461,51.39845657348633,30.070024490356445,42.15129470825195,29.89395523071289,29.95330238342285,29.9609432220459,30.171497344970703,42.27393341064453,42.1531982421875,42.13973617553711,66.69139862060547,66.52999877929688,66.52999877929688
9000,64.93930053710938,53.14194107055664,52.25740051269531,52.56852722167969,52.02931213378906,51.586448669433594,51.74365997314453,51.83658218383789,51.845420837402344,51.60322570800781,30.260345458984375,42.29859924316406,30.00041389465332,30.089155197143555,30.12203025817871,30.27978515625,42.39487075805664,42.2935791015625,42.27666091918945,67.26197052001953,66.69677734375,66.67440795898438
10800,62.72153091430664,52.66276168823242,52.110313415527344,52.38270950317383,52.33111572265625,51.92705535888672,51.94168472290039,52.09292984008789,52.08702850341797,51.93080139160156,30.505712509155273,42.48069763183594,30.234943389892578,30.23878288269043,30.232641220092773,30.403303146362305,42.683189392089844,42.51060485839844,42.48396301269531,67.57105255126953,66.76334381103516,66.85687255859375
12600,62.14495086669922,52.426055908203125,51.96699523925781,52.22709274291992,52.34504318237305,51.78571319580078,51.916893005371094,51.77194595336914,51.8247184753418,51.8674430847168,30.53307342529297,42.657249450683594,30.381250381469727,30.487091064453125,30.58669090270996,30.521286010742188,42.59502029418945,42.59387969970703,42.59358215332031,67.59529113769531,67.22244262695312,67.03479766845703
14400,60.53446960449219,51.49040603637695,51.31255340576172,51.401920318603516,51.933555603027344,51.31690979003906,51.40033721923828,51.29247283935547,51.39906311035156,51.502296447753906,30.15006446838379,42.6705436706543,30.01409912109375,30.01380157470703,30.109085083007812,29.976543426513672,42.28914260864258,42.457679748535156,42.49510955810547,67.22521209716797,66.68925476074219,67.19519805908203
16200,64.7605972290039,52.88939666748047,52.327919006347656,52.415771484375,51.46100616455078,51.49989318847656,51.65382766723633,51.878517150878906,51.876182556152344,51.45642852783203,30.138200759887695,42.187461853027344,29.960874557495117,30.0100154876709,30.009992599487305,30.29882049560547,42.393672943115234,42.2078857421875,42.1861572265625,66.66483306884766,66.57359313964844,66.5579833984375
