Time,Trial-0,Trial-1,Trial-2,Trial-3,Trial-4,Trial-5,Trial-6,Trial-7,Trial-8,Trial-9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
