Time,pressure_20,pressure_30,pressure_110,pressure_70,pressure_60,pressure_90,pressure_100,pressure_40,pressure_50,pressure_80,pressure_150,pressure_140,pressure_170,pressure_130,pressure_160,pressure_120,pressure_55,pressure_75,pressure_115,tank_volume_65,tank_volume_165,tank_volume_265
0,64.04505920410156,52.723419189453125,52.21548080444336,52.34888458251953,51.70695877075195,51.64686584472656,51.80131530761719,51.81053924560547,51.82910919189453,51.66416931152344,30.374353408813477,42.54505157470703,30.245723724365234,30.315706253051758,30.353734970092773,30.4349308013916,42.53904724121094,42.51573181152344,42.510433197021484,66.93000030517578,66.93000030517578,66.93000030517578
1800,60.62870788574219,51.58927917480469,51.419647216796875,51.49256134033203,52.11448669433594,51.39265060424805,51.48677444458008,51.310611724853516,51.400421142578125,51.54810333251953,30.19390869140625,42.460411071777344,30.07939910888672,30.114974975585938,30.264055252075195,30.08419418334961,42.2564582824707,42.320411682128906,42.33529281616211,67.41575622558594,66.90138244628906,66.873046875
3600,63.8134765625,52.5891227722168,52.00505828857422,52.17974853515625,51.6373291015625,51.45142364501953,51.569976806640625,51.66777038574219,51.670143127441406,51.45201873779297,30.115482330322266,42.19160461425781,29.939483642578125,29.998455047607422,30.01163101196289,30.16404151916504,42.285831451416016,42.19163513183594,42.179595947265625,66.86600494384766,66.58496856689453,66.56808471679688
5400,65.00605010986328,53.30149841308594,52.58034133911133,52.78870391845703,52.03630065917969,51.873207092285156,51.97978210449219,52.24618911743164,52.23854446411133,51.83917236328125,30.46291160583496,42.37235641479492,30.131988525390625,30.161197662353516,30.156173706054688,30.495119094848633,42.673744201660156,42.41150665283203,42.3737907409668,67.25650787353516,66.68436431884766,66.74219512939453
7200,60.35734176635742,51.34272766113281,50.97472381591797,51.18086624145508,52.40894317626953,50.77517318725586,51.15196990966797,50.430152893066406,50.766571044921875,51.2652473449707,29.934967041015625,42.49951934814453,29.638774871826172,29.766712188720703,30.311330795288086,29.643692016601562,41.633323669433594,41.93975067138672,42.01005172729492,67.78460693359375,67.15704345703125,66.98722839355469
9000,63.86936950683594,51.9993896484375,49.91350173950195,51.13176727294922,51.40117645263672,49.304931640625,49.601749420166016,49.531185150146484,49.60529327392578,49.50440979003906,28.082685470581055,40.05647659301758,27.48574447631836,27.668020248413086,27.835376739501953,27.84543800354004,40.03096008300781,39.96455001831055,39.94947052001953,66.6636734008789,66.5301284790039,66.52999877929688
10800,71.75010681152344,55.51388168334961,53.727256774902344,54.186187744140625,52.07229995727539,51.74850845336914,52.145362854003906,52.59396743774414,52.5942268371582,51.72669982910156,30.390626907348633,42.16992950439453,29.814212799072266,29.970155715942383,29.98285675048828,30.61707878112793,42.588741302490234,42.188533782958984,42.14643096923828,67.25633239746094,66.5301284790039,66.52999877929688
12600,61.03683090209961,52.09223175048828,51.689353942871094,51.88229751586914,52.85990905761719,51.735382080078125,51.73563003540039,51.80023956298828,51.80442810058594,51.871421813964844,30.38587760925293,42.483158111572266,30.2668514251709,30.291913986206055,30.312458038330078,30.30707550048828,42.53851318359375,42.48467254638672,42.4788818359375,68.18190002441406,66.88915252685547,66.85535430908203
14400,65.86033630371094,53.667388916015625,53.13372802734375,53.156375885009766,51.87263870239258,52.15211486816406,52.27082061767578,52.74380874633789,52.711666107177734,51.977783203125,30.68251609802246,42.69641876220703,30.434669494628906,30.434856414794922,30.371238708496094,30.90482521057129,43.12039566040039,42.7777099609375,42.719085693359375,67.04441833496094,66.841064453125,67.07749938964844
16200,61.0162467956543,52.01019287109375,51.80914306640625,51.88102722167969,52.747562408447266,51.72897720336914,51.872520446777344,51.58270263671875,51.70333480834961,51.92558288574219,30.57151222229004,42.795562744140625,30.445005416870117,30.54109764099121,30.804174423217773,30.48193359375,42.556480407714844,42.620174407958984,42.63523864746094,68.07434844970703,67.56827545166016,67.18197631835938
