Time,pressure_20,pressure_30,pressure_110,pressure_70,pressure_60,pressure_90,pressure_100,pressure_40,pressure_50,pressure_80,pressure_150,pressure_140,pressure_170,pressure_130,pressure_160,pressure_120,pressure_55,pressure_75,pressure_115,flow_b2,flow_b1,flow_b3,flow_78,flow_80,flow_178,pump_efficiency_b2,pump_efficiency_b1,pump_efficiency_b3,pump_energyconsumption_b2,pump_energyconsumption_b1,pump_energyconsumption_b3,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
0,63.89628601074219,52.61726379394531,52.06544494628906,52.24127960205078,51.70016860961914,51.534000396728516,51.733551025390625,51.63768005371094,51.69274139404297,51.604583740234375,30.344255447387695,42.53639221191406,30.167572021484375,30.261940002441406,30.344615936279297,30.352998733520508,42.44929504394531,42.44899368286133,42.44891357421875,0.0,0.762998640537262,0.7630035877227783,-0.21022993326187134,0.161131352186203,-0.16053639352321625,0.0,0.6434875130653381,0.6434863805770874,0.0,0.6254133582115173,0.6254185438156128,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
1800,61.271095275878906,52.026817321777344,51.61310577392578,51.83154296875,52.04213333129883,51.590850830078125,51.606563568115234,51.65657424926758,51.65776824951172,51.627525329589844,30.238361358642578,42.3513298034668,30.126516342163086,30.145923614501953,30.159225463867188,30.172101974487305,42.400447845458984,42.352142333984375,42.34677505493164,0.0,0.4528322219848633,0.0,0.27220210433006287,-0.05886218324303627,0.10149240493774414,0.0,0.5330825448036194,0.0,0.0,0.43047982454299927,0.0,67.29854583740234,66.73377227783203,66.7312240600586,0.13052618503570557,0.9914448857307434
3600,60.6640510559082,51.52867889404297,51.516082763671875,51.52372360229492,51.57577896118164,51.50914001464844,51.525474548339844,51.49657440185547,51.516029357910156,51.539493560791016,30.20555877685547,42.452392578125,30.197124481201172,30.197711944580078,30.222904205322266,30.18337631225586,42.379722595214844,42.41278839111328,42.42009353637695,0.0,0.0,0.0,0.15203119814395905,0.13271410763263702,-0.24162518978118896,0.0,0.0,0.0,0.0,0.0,0.0,66.82135772705078,66.80545806884766,66.85688781738281,0.258819043636322,0.9659258127212524
5400,63.43324279785156,52.25794219970703,51.80598831176758,51.920528411865234,51.32945251464844,51.264957427978516,51.434730529785156,51.379600524902344,51.407432556152344,51.288658142089844,30.018882751464844,42.174556732177734,29.89600944519043,29.99193572998047,30.05106544494629,30.089447021484375,42.141510009765625,42.13035583496094,42.127647399902344,0.41822150349617004,1.0458098649978638,0.0,-0.25565430521965027,0.22045491635799408,0.04352575168013573,0.5167455077171326,0.5819406509399414,0.0,0.42393454909324646,0.9413327574729919,0.0,66.55484008789062,66.64383697509766,66.55770111083984,0.3826834261417389,0.9238795042037964
7200,65.45572662353516,52.79151153564453,51.25288772583008,51.986083984375,51.937416076660156,50.16294860839844,51.064029693603516,49.952266693115234,50.46959686279297,50.8028678894043,29.714977264404297,42.108665466308594,28.900564193725586,29.302791595458984,29.907466888427734,29.40552520751953,41.224029541015625,41.37617111206055,41.413394927978516,1.0693694353103638,1.0986675024032593,0.0,0.19028052687644958,0.9049874544143677,-0.6532725095748901,0.5810203552246094,0.57523512840271,0.0,0.9933920502662659,1.0308728218078613,0.0,67.18587493896484,66.71277618408203,66.62197875976562,0.5,0.8660253882408142
9000,67.96847534179688,54.042320251464844,53.20340347290039,53.24723815917969,51.38045883178711,51.6555061340332,51.913665771484375,52.428062438964844,52.40930938720703,51.46997833251953,30.22290802001953,42.170738220214844,29.945871353149414,30.006526947021484,29.99308204650879,30.603958129882812,42.63885498046875,42.235652923583984,42.175376892089844,1.126815915107727,1.1026380062103271,0.0,-0.6837338805198669,-0.34811338782310486,0.2674490213394165,0.5744282007217407,0.5790877938270569,0.0,1.097605586051941,1.065412163734436,0.0,66.53011322021484,66.52999877929688,66.52999877929688,0.6087614297866821,0.7933533191680908
10800,60.92367172241211,51.90613555908203,51.68159103393555,51.775550842285156,52.43141555786133,51.68782043457031,51.69886016845703,51.685569763183594,51.69702911376953,51.77134704589844,30.358047485351562,42.487701416015625,30.282344818115234,30.32191276550293,30.358829498291016,30.326984405517578,42.4941520690918,42.48115921020508,42.478450775146484,0.0,0.0,0.0,0.5348305106163025,0.2365454137325287,0.16872741281986237,0.0,0.0,0.0,0.0,0.0,0.0,67.7287368774414,66.95394134521484,66.86116027832031,0.7071067690849304,0.7071067690849304
12600,61.57316207885742,51.85646438598633,51.6561164855957,51.747798919677734,51.55899429321289,51.56260299682617,51.610225677490234,51.691917419433594,51.7073974609375,51.571380615234375,30.274389266967773,42.613643646240234,30.143165588378906,30.126501083374023,30.125648498535156,30.165124893188477,42.562660217285156,42.57600402832031,42.579166412353516,0.0,0.7498040199279785,0.0,-0.1827063262462616,-0.33189842104911804,-0.47776806354522705,0.0,0.6428200006484985,0.0,0.0,0.5938860774040222,0.0,66.79115295410156,66.6658706665039,67.07008361816406,0.7933533191680908,0.6087614297866821
14400,60.6770133972168,51.5663948059082,51.52696228027344,51.53235626220703,51.763648986816406,51.49276351928711,51.5164794921875,51.42224884033203,51.429019927978516,51.50934600830078,30.162778854370117,42.22547912597656,30.084169387817383,30.209510803222656,30.30270767211914,30.200740814208984,42.23733139038086,42.22348403930664,42.22092819213867,0.0,0.0,0.0,0.3222709000110626,0.5387029051780701,0.346203088760376,0.0,0.0,0.0,0.0,0.0,0.0,67.02608489990234,66.96644592285156,66.569580078125,0.8660253882408142,0.5
16200,65.839111328125,53.537635803222656,52.88597869873047,52.982887268066406,51.829864501953125,51.917964935302734,52.06901550292969,52.41685104370117,52.40460205078125,51.83075714111328,30.502685546875,42.48085021972656,30.24717140197754,30.276813507080078,30.265260696411133,30.682653427124023,42.81459045410156,42.52722930908203,42.484222412109375,0.7828419208526611,1.0090595483779907,0.0,-0.47933265566825867,-0.39892229437828064,0.1671355813741684,0.6420203447341919,0.5938385725021362,0.0,0.6618099808692932,0.9222664833068848,0.0,67.02307891845703,66.79096221923828,66.85453033447266,0.9238795042037964,0.3826834261417389
