Time,pressure_30,pressure_70,pressure_60,pressure_90,pressure_40,pressure_50,pressure_140,pressure_55,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
0,52.812477111816406,52.43484878540039,51.71390914916992,51.70777893066406,51.954437255859375,51.95772171020508,42.546875,42.61473083496094,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
1800,52.24263381958008,51.92332458496094,52.24269104003906,51.34058380126953,51.26227951049805,51.442726135253906,42.55559539794922,42.25914764404297,67.51473236083984,67.01964569091797,66.98469543457031,0.13052618503570557,0.9914448857307434
3600,51.66929626464844,51.53284454345703,51.45048522949219,51.30335998535156,51.350746154785156,51.35646057128906,42.14616775512695,42.15214157104492,66.68997192382812,66.53003692626953,66.52999877929688,0.258819043636322,0.9659258127212524
5400,53.296077728271484,52.69593048095703,51.56159210205078,51.559242248535156,52.011505126953125,52.009300231933594,42.18061828613281,42.436767578125,66.76329040527344,66.54102325439453,66.55238342285156,0.3826834261417389,0.9238795042037964
7200,53.784759521484375,53.22065734863281,52.304595947265625,52.20241928100586,52.667755126953125,52.64186477661133,42.45964813232422,42.94751739501953,67.51737213134766,66.86461639404297,66.77887725830078,0.5,0.8660253882408142
9000,52.886775970458984,52.63052749633789,52.8870849609375,52.27565383911133,52.38080978393555,52.38081359863281,42.95472717285156,43.05583190917969,68.14457702636719,67.28352355957031,67.33574676513672,0.6087614297866821,0.7933533191680908
10800,52.25543975830078,52.22763442993164,52.394500732421875,52.201507568359375,52.181312561035156,52.19441223144531,43.061038970947266,43.04445266723633,67.65058898925781,67.5468521118164,67.44132232666016,0.7071067690849304,0.7071067690849304
12600,51.9415168762207,51.925716400146484,51.937660217285156,51.88728332519531,51.89839172363281,51.9349365234375,43.073795318603516,42.845035552978516,67.17848205566406,67.13986206054688,67.56033325195312,0.7933533191680908,0.6087614297866821
14400,52.41941452026367,52.23525619506836,51.851524353027344,51.798980712890625,51.80554962158203,51.81696319580078,42.508766174316406,42.53535079956055,67.08354949951172,67.30702209472656,66.8466796875,0.8660253882408142,0.5
16200,52.8659782409668,52.46348571777344,52.16986846923828,51.818782806396484,51.99909973144531,52.03449630737305,42.84485626220703,42.78962326049805,67.40668487548828,66.71476745605469,67.31008911132812,0.9238795042037964,0.3826834261417389
18000,53.08818817138672,52.711578369140625,52.368247985839844,52.028953552246094,52.16178512573242,52.16019058227539,42.40055465698242,42.64377975463867,67.60362243652344,67.21826171875,66.68069458007812,0.9659258127212524,0.258819043636322
19800,53.55384826660156,53.12568283081055,52.616966247558594,52.409263610839844,52.75515365600586,52.74626159667969,43.015193939208984,43.26914596557617,67.8446044921875,66.99651336669922,67.39930725097656,0.9914448857307434,0.13052618503570557
21600,53.19954299926758,52.85056686401367,52.998687744140625,52.022430419921875,51.98340606689453,52.115631103515625,43.00193405151367,42.840721130371094,68.25407409667969,67.755615234375,67.38081359863281,1.0,-1.6081226229577292e-16
23400,52.68561935424805,52.321128845214844,52.535308837890625,51.54834747314453,51.637718200683594,51.811946868896484,42.972164154052734,42.63987350463867,67.79320526123047,66.89844512939453,67.52227020263672,0.9914448857307434,-0.13052618503570557
25200,53.29791259765625,52.72229766845703,52.06351089477539,51.68559265136719,51.87541961669922,51.885101318359375,42.263404846191406,42.38437271118164,67.29317474365234,66.96479797363281,66.59626007080078,0.9659258127212524,-0.258819043636322
