Time,pressure_55,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
0,42.78341293334961,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
1800,42.56501007080078,67.73136901855469,67.2180404663086,67.15574645996094,0.13052618503570557,0.9914448857307434
3600,42.3594970703125,66.75706481933594,66.62483978271484,66.87639617919922,0.258819043636322,0.9659258127212524
5400,42.71095657348633,67.1084976196289,66.78357696533203,66.6946792602539,0.3826834261417389,0.9238795042037964
7200,42.905242919921875,67.85834503173828,67.06842803955078,67.13764190673828,0.5,0.8660253882408142
9000,42.9611701965332,67.85865020751953,67.42430877685547,67.27165222167969,0.6087614297866821,0.7933533191680908
10800,42.88111114501953,67.6229476928711,67.2491683959961,67.60113525390625,0.7071067690849304,0.7071067690849304
12600,42.48446273803711,67.14413452148438,67.19634246826172,66.89014434814453,0.7933533191680908,0.6087614297866821
14400,42.50165557861328,66.66694641113281,66.55447387695312,67.07675170898438,0.8660253882408142,0.5
16200,42.990570068359375,67.1963119506836,66.87891387939453,66.67643737792969,0.9238795042037964,0.3826834261417389
18000,43.20241165161133,68.17744445800781,67.25606536865234,67.32624053955078,0.9659258127212524,0.258819043636322
19800,43.09512710571289,68.47391510009766,67.68458557128906,67.52581024169922,0.9914448857307434,0.13052618503570557
21600,42.95793914794922,67.62112426757812,67.1669921875,67.67581939697266,1.0,-1.6081226229577292e-16
23400,42.05258560180664,67.23262023925781,67.37796020507812,66.90467834472656,0.9914448857307434,-0.13052618503570557
25200,42.340301513671875,67.25057220458984,66.5300064086914,66.52999877929688,0.9659258127212524,-0.258819043636322
27000,42.508914947509766,67.77954864501953,66.72626495361328,66.71920776367188,0.9238795042037964,-0.3826834261417389
28800,42.15507507324219,68.14789581298828,66.87259674072266,66.91693878173828,0.8660253882408142,-0.5
30600,41.775943756103516,67.60367584228516,66.52999877929688,66.5300521850586,0.7933533191680908,-0.6087614297866821
32400,39.513980865478516,66.93661499023438,66.52999877929688,66.5300521850586,0.7071067690849304,-0.7071067690849304
34200,38.202537536621094,66.53001403808594,66.52999877929688,66.5300521850586,0.6087614297866821,-0.7933533191680908
36000,43.078495025634766,66.53001403808594,66.52999877929688,66.5300521850586,0.5,-0.8660253882408142
37800,43.400291442871094,68.1321792602539,67.15866088867188,67.03147888183594,0.3826834261417389,-0.9238795042037964
39600,43.06728744506836,68.86053466796875,67.63668823242188,67.69140625,0.258819043636322,-0.9659258127212524
41400,42.7553825378418,68.29158782958984,67.33734130859375,67.31536102294922,0.13052618503570557,-0.9914448857307434
43200,42.739227294921875,67.48446655273438,66.8984146118164,67.03951263427734,-3.2162452459154583e-16,-1.0
45000,43.47698211669922,67.62535095214844,67.26752471923828,67.00962829589844,-0.13052618503570557,-0.9914448857307434
46800,43.821685791015625,68.69253540039062,67.68907928466797,67.746337890625,-0.258819043636322,-0.9659258127212524
48600,42.57988739013672,69.2497329711914,68.2303695678711,68.07635498046875,-0.3826834261417389,-0.9238795042037964
50400,42.965599060058594,67.85696411132812,66.935302734375,67.20728302001953,-0.5,-0.8660253882408142
52200,42.451202392578125,67.85057830810547,67.50151824951172,67.18018341064453,-0.6087614297866821,-0.7933533191680908
54000,42.84917449951172,67.70845031738281,66.54649353027344,67.01412963867188,-0.7071067690849304,-0.7071067690849304
55800,43.07347106933594,68.0279312133789,67.28646850585938,66.92110443115234,-0.7933533191680908,-0.6087614297866821
57600,43.301231384277344,68.4677505493164,67.4157943725586,67.63671875,-0.8660253882408142,-0.5
59400,41.6314582824707,68.02564239501953,67.7925033569336,67.51982879638672,-0.9238795042037964,-0.3826834261417389
61200,34.47728729248047,66.52999877929688,66.52999877929688,66.52999877929688,-0.9659258127212524,-0.258819043636322
63000,42.46577453613281,66.52999877929688,66.52999877929688,66.52999877929688,-0.9914448857307434,-0.13052618503570557
64800,42.95112228393555,67.6724853515625,66.80059051513672,66.72421264648438,-1.0,-1.8369701465288538e-16
66600,43.12680435180664,68.39130401611328,67.23419189453125,67.27566528320312,-0.9914448857307434,0.13052618503570557
68400,43.0720100402832,68.2278823852539,67.61820983886719,67.52076721191406,-0.9659258127212524,0.258819043636322
70200,42.85693359375,67.39909362792969,67.1253662109375,67.55036163330078,-0.9238795042037964,0.3826834261417389
72000,42.4266357421875,67.20452880859375,67.29197692871094,66.83052825927734,-0.8660253882408142,0.5
73800,42.74256134033203,67.2546157836914,66.5412826538086,67.1773910522461,-0.7933533191680908,0.6087614297866821
75600,42.16830825805664,67.358154296875,67.23458862304688,66.64946746826172,-0.7071067690849304,0.7071067690849304
77400,41.78462219238281,66.90222930908203,66.52999877929688,66.5905532836914,-0.6087614297866821,0.7933533191680908
79200,42.48610305786133,67.0557632446289,66.52999877929688,66.53002166748047,-0.5,0.8660253882408142
81000,42.693119049072266,67.51854705810547,66.92708587646484,66.89967346191406,-0.3826834261417389,0.9238795042037964
82800,42.656944274902344,67.65508270263672,67.12064361572266,67.19674682617188,-0.258819043636322,0.9659258127212524
84600,42.18995666503906,66.79326629638672,66.86036682128906,66.81523895263672,-0.13052618503570557,0.9914448857307434
86400,42.78266143798828,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
