Time,pressure_20,pressure_30,pressure_70,pressure_40,pressure_80,pressure_160,pressure_120,pressure_115,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
0,64.41329193115234,53.02369689941406,52.65533447265625,52.30076217651367,51.80158233642578,30.378398895263672,30.70234489440918,42.570091247558594,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
1800,60.82571792602539,51.8050651550293,51.6972770690918,51.43302917480469,51.777774810791016,30.573974609375,30.28240966796875,42.57168960571289,67.7704086303711,67.25870513916016,67.19216918945312,0.13052618503570557,0.9914448857307434
3600,60.4661979675293,51.34684753417969,51.32295227050781,51.3275032043457,51.354393005371094,29.96087646484375,29.955791473388672,42.27835464477539,66.6749038696289,66.52999877929688,66.74231719970703,0.258819043636322,0.9659258127212524
5400,67.70504760742188,54.45150375366211,53.72895050048828,53.0746955871582,52.13442611694336,30.402183532714844,31.085403442382812,42.57776641845703,67.30412292480469,66.92111206054688,66.86225128173828,0.3826834261417389,0.9238795042037964
7200,61.16110610961914,52.18722152709961,52.025177001953125,51.77261734008789,52.10187530517578,30.792932510375977,30.56715965270996,42.83620071411133,68.34886932373047,67.44121551513672,67.42236328125,0.5,0.8660253882408142
9000,60.74437713623047,51.64672088623047,51.60313415527344,51.56120300292969,51.640010833740234,30.272653579711914,30.227264404296875,42.51810836791992,67.11280822753906,66.850341796875,67.00361633300781,0.6087614297866821,0.7933533191680908
10800,63.260467529296875,52.233123779296875,51.948692321777344,51.46454620361328,51.320526123046875,30.167570114135742,30.221982955932617,42.16292953491211,66.5348892211914,66.77274322509766,66.55900573730469,0.7071067690849304,0.7071067690849304
12600,64.54663848876953,52.939998626708984,52.4395751953125,51.81496047973633,51.56960678100586,30.09482192993164,30.265989303588867,42.27810287475586,67.07223510742188,66.66244506835938,66.67554473876953,0.7933533191680908,0.6087614297866821
14400,61.473384857177734,52.19330596923828,51.98344802856445,51.77323913574219,51.741485595703125,30.270666122436523,30.28681755065918,42.40230178833008,67.45669555664062,66.8470230102539,66.76904296875,0.8660253882408142,0.5
16200,62.18123245239258,52.0704345703125,51.85804748535156,51.519187927246094,51.58537673950195,30.237333297729492,30.203163146972656,42.481727600097656,66.98145294189453,66.81333923339844,67.064697265625,0.9238795042037964,0.3826834261417389
18000,63.50835037231445,52.499267578125,52.09492492675781,51.46038818359375,51.439144134521484,30.15461540222168,30.167394638061523,42.145477294921875,67.04019165039062,66.76172637939453,66.56339263916016,0.9659258127212524,0.258819043636322
19800,63.82998275756836,52.682071685791016,52.202186584472656,51.54791259765625,51.452754974365234,30.039384841918945,30.0910701751709,42.18864822387695,67.189697265625,66.6156234741211,66.61466979980469,0.9914448857307434,0.13052618503570557
21600,63.91089630126953,52.7957649230957,52.308353424072266,51.69508361816406,51.53791427612305,30.02190589904785,30.127094268798828,42.23969268798828,67.298583984375,66.58824157714844,66.64691162109375,1.0,-1.6081226229577292e-16
23400,66.13365936279297,53.62809753417969,52.91921615600586,51.99681854248047,51.6924934387207,30.211475372314453,30.422536849975586,42.264312744140625,67.41886901855469,66.78762817382812,66.64265441894531,0.9914448857307434,-0.13052618503570557
25200,64.04669952392578,53.12983703613281,52.62481689453125,51.981075286865234,51.8538818359375,30.215482711791992,30.3045597076416,42.57433319091797,67.80390167236328,66.76639556884766,67.00032043457031,0.9659258127212524,-0.258819043636322
27000,64.58812713623047,53.25935745239258,52.722442626953125,51.91887283325195,51.844390869140625,30.5003604888916,30.542236328125,42.429264068603516,67.7424087524414,67.10022735595703,66.81663513183594,0.9238795042037964,-0.3826834261417389
28800,63.961669921875,52.97199249267578,52.463077545166016,51.45305633544922,51.67474365234375,30.19832420349121,30.078096389770508,42.4331169128418,67.7990951538086,66.77523803710938,67.20226287841797,0.8660253882408142,-0.5
30600,65.42122650146484,53.457176208496094,52.830291748046875,52.10014343261719,51.7471809387207,30.067182540893555,30.36884880065918,42.18632888793945,67.44322204589844,66.63304901123047,66.52999877929688,0.7933533191680908,-0.6087614297866821
32400,66.96224212646484,54.29616928100586,53.55901336669922,52.790042877197266,52.236106872558594,30.342065811157227,30.818225860595703,42.60786819458008,67.81708526611328,66.83766174316406,66.97476196289062,0.7071067690849304,-0.7071067690849304
34200,62.77573776245117,53.129547119140625,52.758338928222656,52.20940399169922,52.23638916015625,30.855396270751953,30.82404899597168,42.8398551940918,68.38801574707031,67.46383666992188,67.23114013671875,0.6087614297866821,-0.7933533191680908
