Time,pressure_20,pressure_30,pressure_110,pressure_70,pressure_60,pressure_90,pressure_100,pressure_40,pressure_50,pressure_80,pressure_150,pressure_140,pressure_170,pressure_130,pressure_160,pressure_120,pressure_55,pressure_75,pressure_115,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
0,64.40009307861328,53.012046813964844,52.63548278808594,52.6427001953125,51.735626220703125,51.90044021606445,52.01224899291992,52.28038024902344,52.2668342590332,51.7943229675293,30.49940299987793,42.56084060668945,30.3609676361084,30.3880615234375,30.376771926879883,30.69082260131836,42.814029693603516,42.60107421875,42.56710433959961,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
1800,64.51171875,53.435546875,52.83343505859375,53.024322509765625,52.52959442138672,52.3046875,52.385231018066406,52.57036590576172,52.565345764160156,52.288185119628906,30.903688430786133,42.831626892089844,30.630252838134766,30.683740615844727,30.683738708496094,30.929113388061523,43.07505798339844,42.862342834472656,42.83234405517578,67.7588882446289,67.24668884277344,67.18133544921875,0.13052618503570557,0.9914448857307434
3600,61.452205657958984,52.41553497314453,52.22188186645508,52.307884216308594,52.84938049316406,52.242767333984375,52.26587677001953,52.25627517700195,52.285179138183594,52.33311080932617,30.945297241210938,43.17269515991211,30.866395950317383,30.872194290161133,30.905118942260742,30.872194290161133,43.13151931762695,43.136314392089844,43.137516021728516,68.13778686523438,67.48115539550781,67.57633972167969,0.258819043636322,0.9659258127212524
5400,61.13588333129883,51.99549865722656,51.99783706665039,51.99549102783203,52.0365104675293,51.97144317626953,52.00295639038086,51.937294006347656,51.96340560913086,52.00240707397461,30.678956985473633,42.899627685546875,30.700307846069336,30.736040115356445,30.820568084716797,30.693391799926758,42.82261276245117,42.85311508178711,42.860008239746094,67.28199768066406,67.47181701660156,67.28394317626953,0.3826834261417389,0.9238795042037964
7200,63.36412048339844,52.51544952392578,51.97613525390625,52.19358444213867,51.78539276123047,51.622154235839844,51.786590576171875,51.77299880981445,51.838584899902344,51.71475601196289,30.44353675842285,42.7784309387207,30.228790283203125,30.251007080078125,30.301950454711914,30.313356399536133,42.65526580810547,42.666168212890625,42.66893005371094,67.0179214477539,66.86795806884766,67.25257873535156,0.5,0.8660253882408142
9000,64.8860855102539,53.330081939697266,52.79597091674805,52.88395690917969,52.111732482910156,52.034027099609375,52.14546203613281,52.32512664794922,52.31048583984375,51.96134567260742,30.592391967773438,42.31536865234375,30.244905471801758,30.4854793548584,30.49491310119629,30.79882049560547,42.69807052612305,42.375877380371094,42.324588775634766,67.32996368408203,67.07091522216797,66.58687591552734,0.6087614297866821,0.7933533191680908
10800,62.21318817138672,52.70912551879883,52.23811340332031,52.5395622253418,52.64078140258789,52.220977783203125,52.22428894042969,52.335784912109375,52.33488845825195,52.25032424926758,30.841053009033203,42.95188522338867,30.579631805419922,30.56730079650879,30.55571746826172,30.660903930664062,43.04633712768555,42.962547302246094,42.95185470581055,67.88585662841797,67.0714340209961,67.33716583251953,0.7071067690849304,0.7071067690849304
12600,61.22581481933594,52.12421417236328,52.07547378540039,52.08208084106445,52.364200592041016,52.029144287109375,52.07509994506836,51.97404479980469,52.005123138427734,52.07689666748047,30.737747192382812,42.89791488647461,30.70551300048828,30.792221069335938,30.92025375366211,30.75932502746582,42.8530387878418,42.85926055908203,42.86080551147461,67.63262939453125,67.60713958740234,67.27022552490234,0.7933533191680908,0.6087614297866821
14400,60.79494094848633,51.67693328857422,51.622894287109375,51.655357360839844,51.74354934692383,51.64241027832031,51.65576171875,51.65349197387695,51.6898307800293,51.72125244140625,30.38957977294922,42.96341323852539,30.357826232910156,30.299968719482422,30.30317497253418,30.286361694335938,42.64908218383789,42.83200454711914,42.87019729614258,66.9906234741211,66.8626708984375,67.49112701416016,0.8660253882408142,0.5
16200,65.8134765625,53.355674743652344,52.96002960205078,52.879478454589844,51.51457595825195,51.79902648925781,52.04097366333008,52.19472885131836,52.187721252441406,51.63924026489258,30.45232582092285,42.332435607910156,30.241884231567383,30.52337646484375,30.542497634887695,30.86186981201172,42.620277404785156,42.36686706542969,42.3325080871582,66.6877212524414,67.12882995605469,66.63478088378906,0.9238795042037964,0.3826834261417389
