Time,pressure_20,pressure_30,pressure_110,pressure_70,pressure_60,pressure_90,pressure_100,pressure_40,pressure_50,pressure_80,pressure_150,pressure_140,pressure_170,pressure_130,pressure_160,pressure_120,pressure_55,pressure_75,pressure_115,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
0,64.23712158203125,52.87115478515625,52.42667007446289,52.49314880371094,51.720703125,51.751243591308594,51.89447021484375,52.044944763183594,52.04493713378906,51.722312927246094,30.426021575927734,42.54944610595703,30.31501007080078,30.358469009399414,30.360355377197266,30.55964469909668,42.665069580078125,42.55482864379883,42.543235778808594,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
1800,61.652488708496094,52.352256774902344,52.006072998046875,52.20578384399414,52.35015106201172,51.982547760009766,51.98870086669922,52.03804397583008,52.03757858276367,52.00212478637695,30.607643127441406,42.67758560180664,30.482736587524414,30.50872039794922,30.514326095581055,30.54961395263672,42.763275146484375,42.68735885620117,42.677574157714844,67.59928894042969,67.08898162841797,67.04423522949219,0.13052618503570557,0.9914448857307434
3600,60.98075866699219,51.86290740966797,51.820457458496094,51.845130920410156,51.995849609375,51.80891799926758,51.84722900390625,51.78325271606445,51.830528259277344,51.885799407958984,30.551115036010742,42.8795280456543,30.5164737701416,30.51690101623535,30.571184158325195,30.48838996887207,42.70450210571289,42.78371047973633,42.80122756958008,67.25150299072266,67.15763854980469,67.31769561767578,0.258819043636322,0.9659258127212524
5400,62.96238327026367,52.414039611816406,52.25737762451172,52.21040344238281,51.58055877685547,51.763763427734375,51.84031677246094,51.97954177856445,51.96881103515625,51.66892623901367,30.382190704345703,42.45793151855469,30.3007755279541,30.3748722076416,30.37458038330078,30.56207847595215,42.629150390625,42.487648010253906,42.464271545410156,66.78636169433594,66.94959259033203,66.81207275390625,0.3826834261417389,0.9238795042037964
7200,64.63489532470703,53.25651550292969,52.53314208984375,52.79087829589844,52.2652587890625,51.997764587402344,52.11436462402344,52.244789123535156,52.24999237060547,52.008609771728516,30.670166015625,42.7916145324707,30.42801284790039,30.454002380371094,30.461563110351562,30.630298614501953,42.869441986083984,42.788856506347656,42.77582550048828,67.49571990966797,67.00800323486328,67.17864227294922,0.5,0.8660253882408142
9000,59.62603759765625,50.90628433227539,50.73706817626953,50.81468963623047,52.449119567871094,50.64717102050781,50.880279541015625,50.376766204833984,50.68540573120117,51.191131591796875,29.846052169799805,42.58573913574219,29.77227020263672,29.84188461303711,30.437015533447266,29.5096492767334,41.59397888183594,42.01279067993164,42.106834411621094,67.8516845703125,67.37258911132812,67.07210540771484,0.6087614297866821,0.7933533191680908
10800,65.5040054321289,53.14068603515625,52.33816146850586,52.543975830078125,51.58941650390625,51.45030212402344,51.63420867919922,51.81259536743164,51.81404113769531,51.44691467285156,30.113431930541992,42.15321350097656,29.8760986328125,29.952070236206055,29.962976455688477,30.222307205200195,42.30801010131836,42.155311584472656,42.13814163208008,66.80422973632812,66.52999877929688,66.52999877929688,0.7071067690849304,0.7071067690849304
12600,65.78509521484375,53.807132720947266,53.132747650146484,53.26690673828125,52.20634841918945,52.26873779296875,52.336647033691406,52.85532760620117,52.79780197143555,52.12868118286133,30.723018646240234,42.39058303833008,30.21783447265625,30.269865036010742,30.22269630432129,30.83319664001465,43.0549201965332,42.541648864746094,42.44911575317383,67.4056167602539,66.72157287597656,66.70024108886719,0.7933533191680908,0.6087614297866821
14400,61.824256896972656,52.666011810302734,52.10071563720703,52.36896514892578,52.89544677734375,52.03312683105469,52.10410690307617,52.09202575683594,52.12528610229492,52.13641357421875,30.754337310791016,42.91669464111328,30.617252349853516,30.671878814697266,30.741729736328125,30.690380096435547,42.88719177246094,42.87962341308594,42.877750396728516,68.18531799316406,67.3335189819336,67.3001480102539,0.8660253882408142,0.5
16200,61.18940734863281,52.03129196166992,51.854251861572266,51.95130157470703,52.06488037109375,51.86151123046875,51.895225524902344,51.900177001953125,51.932613372802734,51.923423767089844,30.58038902282715,42.898128509521484,30.490833282470703,30.489486694335938,30.504344940185547,30.49050521850586,42.791141510009766,42.831016540527344,42.84010696411133,67.31566619873047,67.0736083984375,67.34259033203125,0.9238795042037964,0.3826834261417389
