Time,pressure_20,pressure_30,pressure_50,pressure_80,pressure_140,pressure_160,pressure_120,pressure_55,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
0,64.2041244506836,52.84335708618164,52.002593994140625,51.7154426574707,42.5481071472168,30.35814094543457,30.534605026245117,42.63941955566406,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
1800,61.95288848876953,52.41068649291992,52.04033279418945,51.98974609375,42.651458740234375,30.483427047729492,30.542692184448242,42.74763870239258,67.5575180053711,67.05619812011719,67.01763153076172,0.13052618503570557,0.9914448857307434
3600,61.66773986816406,52.208641052246094,51.98782730102539,51.985355377197266,42.88163375854492,30.59235382080078,30.583589553833008,42.830726623535156,67.37511444091797,67.1665267944336,67.29511260986328,0.258819043636322,0.9659258127212524
5400,61.24516296386719,51.99334716796875,51.805240631103516,51.84978485107422,42.581565856933594,30.611358642578125,30.575231552124023,42.59949493408203,67.23190307617188,67.24761962890625,66.93103790283203,0.3826834261417389,0.9238795042037964
7200,63.80516052246094,52.59978485107422,51.734397888183594,51.61240768432617,42.79373550415039,30.14773941040039,30.147188186645508,42.560001373291016,67.017578125,66.71202087402344,67.3275146484375,0.5,0.8660253882408142
9000,63.935123443603516,52.859806060791016,51.925724029541016,51.71765899658203,42.232505798339844,30.271516799926758,30.4466609954834,42.441104888916016,67.23056030273438,66.84844207763672,66.5532455444336,0.6087614297866821,0.7933533191680908
10800,65.10830688476562,53.38746643066406,52.142616271972656,51.89588928222656,42.70478820800781,30.255584716796875,30.420452117919922,42.749290466308594,67.55921936035156,66.79222106933594,67.10307312011719,0.7071067690849304,0.7071067690849304
12600,60.9736442565918,51.95182418823242,51.67938995361328,51.813480377197266,42.500343322753906,30.542652130126953,30.42681312561035,42.479671478271484,67.83694458007812,67.21778869628906,66.8568344116211,0.7933533191680908,0.6087614297866821
14400,63.532981872558594,52.675209045410156,52.18146514892578,51.81837463378906,42.759700775146484,30.10113525390625,30.40787696838379,42.87276840209961,66.8624267578125,66.5418930053711,67.1890869140625,0.8660253882408142,0.5
16200,66.95204162597656,54.31929016113281,52.95085144042969,52.347877502441406,42.50615310668945,30.797266006469727,31.302791595458984,43.12530517578125,67.65715789794922,67.37061309814453,66.72947692871094,0.9238795042037964,0.3826834261417389
18000,61.552513122558594,52.560302734375,52.37974166870117,52.43532943725586,43.23299026489258,30.900390625,30.884021759033203,43.20903396606445,68.45026397705078,67.46991729736328,67.63899993896484,0.9659258127212524,0.258819043636322
19800,61.39415740966797,52.20201110839844,52.055572509765625,52.099853515625,42.951602935791016,30.95317268371582,30.831188201904297,42.90214538574219,67.45528411865234,67.63056182861328,67.32804107666016,0.9914448857307434,0.13052618503570557
21600,65.41928100585938,53.44599914550781,52.465755462646484,52.040870666503906,43.055519104003906,30.43291473388672,30.698394775390625,43.11727523803711,67.16033935546875,66.92123413085938,67.50269317626953,1.0,-1.6081226229577292e-16
23400,66.64319610595703,54.1307373046875,52.37495040893555,52.21455383300781,42.650856018066406,30.952234268188477,31.055561065673828,42.789955139160156,67.99588775634766,67.57705688476562,66.95320129394531,0.9914448857307434,-0.13052618503570557
25200,63.7827033996582,53.19325256347656,51.727806091308594,51.86725616455078,43.0247688293457,30.501697540283203,30.230649948120117,42.51418685913086,68.32183837890625,67.09893798828125,67.58433532714844,0.9659258127212524,-0.258819043636322
27000,65.26133728027344,53.27593994140625,51.560325622558594,51.50295639038086,42.25140380859375,30.178913116455078,30.17891502380371,42.16246795654297,67.58897399902344,66.79369354248047,66.6301498413086,0.9238795042037964,-0.3826834261417389
28800,67.9901351928711,54.54231262207031,52.66269302368164,52.0330810546875,42.296783447265625,30.10527801513672,30.647491455078125,42.79389572143555,67.70431518554688,66.62358093261719,66.64495086669922,0.8660253882408142,-0.5
30600,67.6792221069336,54.64238739013672,52.5908088684082,52.2216796875,42.69488525390625,30.572790145874023,30.835243225097656,42.90346145629883,68.32463836669922,67.14702606201172,67.04972839355469,0.7933533191680908,-0.6087614297866821
32400,64.21668243408203,53.34803009033203,51.067726135253906,51.5450553894043,42.823490142822266,30.456588745117188,29.8693790435791,41.838619232177734,68.6054916381836,67.2266845703125,67.41163635253906,0.7071067690849304,-0.7071067690849304
34200,64.65850067138672,52.948368072509766,51.046085357666016,50.93288040161133,41.58332061767578,29.374479293823242,29.400514602661133,41.56462478637695,67.4917984008789,66.52999877929688,66.52999877929688,0.6087614297866821,-0.7933533191680908
36000,68.86998748779297,54.35561752319336,51.9360466003418,51.465782165527344,42.14897537231445,29.95718765258789,30.245241165161133,42.27300262451172,67.1934814453125,66.52999877929688,66.52999877929688,0.5,-0.8660253882408142
37800,68.81190490722656,54.45084762573242,51.64885711669922,51.45119857788086,42.248695373535156,30.05507469177246,30.094650268554688,42.106204986572266,67.7860336303711,66.63970947265625,66.63690948486328,0.3826834261417389,-0.9238795042037964
39600,66.44520568847656,53.18488311767578,49.07392120361328,48.93149185180664,39.21597671508789,26.964557647705078,26.9681339263916,39.179080963134766,67.7613754272461,66.52999877929688,66.53004455566406,0.258819043636322,-0.9659258127212524
41400,66.65802001953125,53.17728042602539,50.794647216796875,50.53274154663086,41.22989273071289,29.031484603881836,29.143108367919922,41.22719192504883,66.82425689697266,66.52999877929688,66.53004455566406,0.13052618503570557,-0.9914448857307434
43200,70.45079040527344,55.329105377197266,53.34636688232422,51.93696212768555,42.22466278076172,30.0584774017334,31.104419708251953,43.20772933959961,66.99903869628906,66.52999877929688,66.53004455566406,-3.2162452459154583e-16,-1.0
45000,68.2392349243164,54.82701110839844,52.57839584350586,52.230552673339844,42.785213470458984,30.6746883392334,30.885740280151367,42.92316436767578,68.38584899902344,67.25091552734375,67.1483383178711,-0.13052618503570557,-0.9914448857307434
46800,63.742576599121094,53.524105072021484,52.29642868041992,52.263587951660156,43.04665756225586,30.6538143157959,30.649118423461914,42.97515869140625,68.66397857666016,67.22412872314453,67.4506607055664,-0.258819043636322,-0.9659258127212524
48600,65.20277404785156,53.66776657104492,52.27098846435547,52.145423889160156,42.795780181884766,30.78155517578125,30.8359317779541,42.83793640136719,68.05886840820312,67.37393951416016,67.1553955078125,-0.3826834261417389,-0.9238795042037964
50400,65.40264129638672,53.71388244628906,52.209320068359375,52.151893615722656,43.032936096191406,30.54172134399414,30.54827308654785,42.892154693603516,68.14508819580078,67.10874938964844,67.4839859008789,-0.5,-0.8660253882408142
52200,65.87091827392578,54.04282760620117,52.68570327758789,52.363285064697266,42.62971115112305,30.72481918334961,31.022029876708984,42.99906539916992,68.10977172851562,67.30021667480469,66.91658020019531,-0.6087614297866821,-0.7933533191680908
54000,65.28473663330078,53.82026672363281,52.25605773925781,52.25577163696289,43.155029296875,30.76772117614746,30.703306198120117,42.9438591003418,68.44884490966797,67.34463500976562,67.60964965820312,-0.7071067690849304,-0.7071067690849304
55800,62.852699279785156,53.017112731933594,52.189666748046875,52.165809631347656,42.68883514404297,30.702787399291992,30.718421936035156,42.79204559326172,68.17188262939453,67.2889404296875,67.0261459350586,-0.7933533191680908,-0.6087614297866821
57600,66.5088119506836,54.18149185180664,52.973575592041016,52.43855285644531,43.108123779296875,30.622331619262695,31.05588722229004,43.39644241333008,67.75093841552734,67.08422088623047,67.4927978515625,-0.8660253882408142,-0.5
59400,60.97145080566406,52.01894760131836,51.602508544921875,51.974708557128906,43.027587890625,30.985570907592773,30.42251205444336,42.46223831176758,68.43888092041016,67.84029388427734,67.44538879394531,-0.9238795042037964,-0.3826834261417389
61200,63.26669692993164,52.58945846557617,52.04358673095703,51.78770065307617,42.64780044555664,30.126625061035156,30.34142303466797,42.736507415771484,67.0098648071289,66.61571502685547,67.05342102050781,-0.9659258127212524,-0.258819043636322
63000,66.28152465820312,53.569053649902344,51.613380432128906,51.605106353759766,42.37767791748047,30.54755973815918,30.50651741027832,42.211544036865234,67.53744506835938,67.26841735839844,66.74541473388672,-0.9914448857307434,-0.13052618503570557
64800,61.1795768737793,51.98505401611328,51.38302993774414,51.39932632446289,42.339332580566406,29.91937255859375,29.83173942565918,42.19613265991211,67.47943878173828,66.52999877929688,66.80136108398438,-1.0,-1.8369701465288538e-16
66600,66.92781829833984,53.78083419799805,51.805755615234375,51.51557922363281,42.23603439331055,30.03644561767578,30.195486068725586,42.28023147583008,67.38056182861328,66.61100769042969,66.61991119384766,-0.9914448857307434,0.13052618503570557
68400,64.74465942382812,53.51925277709961,52.58226013183594,52.15766525268555,42.32874298095703,30.166242599487305,30.626754760742188,42.89299774169922,67.73047637939453,66.68218994140625,66.63916778564453,-0.9659258127212524,0.258819043636322
70200,65.1474380493164,53.83485412597656,52.73694610595703,52.43411636352539,42.873077392578125,30.67643928527832,30.95952796936035,43.163787841796875,68.14169311523438,67.21678924560547,67.23570251464844,-0.9238795042037964,0.3826834261417389
72000,61.5499153137207,52.53915023803711,52.318931579589844,52.407928466796875,43.16144943237305,31.012901306152344,30.959436416625977,43.13718795776367,68.41356658935547,67.62018585205078,67.54176330566406,-0.8660253882408142,0.5
73800,61.17249298095703,52.06245803833008,52.062171936035156,52.0869140625,43.18022918701172,30.67691421508789,30.658828735351562,42.969478607177734,67.42391967773438,67.24425506591797,67.6603012084961,-0.7933533191680908,0.6087614297866821
75600,61.00017547607422,51.74291229248047,51.42430114746094,51.57353210449219,42.58097839355469,30.639070510864258,30.31611442565918,42.2802848815918,67.01414489746094,67.4321060180664,66.9713134765625,-0.7071067690849304,0.7071067690849304
77400,66.00883483886719,53.365997314453125,52.083770751953125,51.54975128173828,42.377723693847656,30.054304122924805,30.39914894104004,42.567420959472656,66.73783111572266,66.58187866210938,66.76303100585938,-0.6087614297866821,0.7933533191680908
79200,64.91128540039062,53.50782775878906,52.54335021972656,52.154537200927734,42.41957092285156,30.49087905883789,30.860626220703125,42.89360427856445,67.58654022216797,67.05783081054688,66.69285583496094,-0.5,0.8660253882408142
81000,61.14460754394531,52.14447784423828,51.953147888183594,52.07706832885742,42.99332809448242,30.66302490234375,30.54893684387207,42.809078216552734,68.09790802001953,67.25042724609375,67.43669128417969,-0.3826834261417389,0.9238795042037964
82800,60.822792053222656,51.693294525146484,51.65087890625,51.67767333984375,42.524967193603516,30.413408279418945,30.349912643432617,42.50490188598633,67.02821350097656,67.03241729736328,66.90540313720703,-0.258819043636322,0.9659258127212524
84600,65.81509399414062,53.34573745727539,52.268672943115234,51.6644401550293,42.6154899597168,30.106121063232422,30.50148582458496,42.80083465576172,66.66050720214844,66.58598327636719,67.02171325683594,-0.13052618503570557,0.9914448857307434
86400,64.19184112548828,52.83308410644531,51.987205505371094,51.71166229248047,42.547698974609375,30.357379913330078,30.52529525756836,42.630855560302734,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
