Time,pressure_30,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
0,52.83467102050781,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
1800,52.362056732177734,67.54476165771484,67.04585266113281,67.00823974609375,0.13052618503570557,0.9914448857307434
3600,53.00565719604492,67.1429214477539,66.73377227783203,66.97625732421875,0.258819043636322,0.9659258127212524
5400,53.644020080566406,67.64911651611328,67.25167846679688,66.88822174072266,0.3826834261417389,0.9238795042037964
7200,53.52649688720703,68.1956558227539,67.38134765625,67.59197998046875,0.5,0.8660253882408142
9000,52.71088409423828,68.36504364013672,67.9273452758789,67.63919830322266,0.6087614297866821,0.7933533191680908
10800,51.314491271972656,67.58146667480469,67.40352630615234,68.03189849853516,0.7071067690849304,0.7071067690849304
12600,51.3797607421875,66.52999877929688,66.52999877929688,66.71940612792969,0.7933533191680908,0.6087614297866821
14400,53.03204345703125,67.05229949951172,66.62680053710938,66.59468078613281,0.8660253882408142,0.5
16200,53.62714767456055,67.38628387451172,66.54769897460938,66.69572448730469,0.9238795042037964,0.3826834261417389
18000,53.797607421875,68.05123138427734,67.31217956542969,67.0635757446289,0.9659258127212524,0.258819043636322
19800,53.42566680908203,68.30632781982422,67.32342529296875,67.59439849853516,0.9914448857307434,0.13052618503570557
21600,53.275146484375,68.2323226928711,67.82196044921875,67.50827026367188,1.0,-1.6081226229577292e-16
23400,53.08466720581055,68.08798217773438,67.37470245361328,67.89232635498047,0.9914448857307434,-0.13052618503570557
25200,53.18780517578125,67.65177917480469,67.21734619140625,66.96455383300781,0.9659258127212524,-0.258819043636322
27000,54.54219436645508,67.6924057006836,66.66778564453125,67.15021514892578,0.9238795042037964,-0.3826834261417389
28800,54.97703552246094,68.49048614501953,67.62405395507812,67.2671127319336,0.8660253882408142,-0.5
30600,54.29375076293945,69.04434967041016,67.8297348022461,68.01214599609375,0.7933533191680908,-0.6087614297866821
32400,53.90415954589844,68.54256439208984,67.48006439208984,67.3560562133789,0.7071067690849304,-0.7071067690849304
34200,54.10102081298828,68.24563598632812,67.05260467529297,67.42720031738281,0.6087614297866821,-0.7933533191680908
36000,53.6011962890625,68.19727325439453,67.07994079589844,66.75376892089844,0.5,-0.8660253882408142
37800,53.735313415527344,67.04383850097656,66.52999877929688,66.52999877929688,0.3826834261417389,-0.9238795042037964
39600,54.369171142578125,67.59071350097656,66.65054321289062,66.64348602294922,0.258819043636322,-0.9659258127212524
41400,54.44873046875,68.17349243164062,67.0252685546875,67.02154541015625,0.13052618503570557,-0.9914448857307434
43200,54.20410919189453,68.43326568603516,67.17279815673828,67.208740234375,-3.2162452459154583e-16,-1.0
45000,53.9726676940918,68.35348510742188,67.09736633300781,67.069091796875,-0.13052618503570557,-0.9914448857307434
46800,53.99797439575195,68.2544937133789,66.9792251586914,67.1833267211914,-0.258819043636322,-0.9659258127212524
48600,54.122779846191406,68.25904846191406,67.22467041015625,66.98360443115234,-0.3826834261417389,-0.9238795042037964
50400,54.10231399536133,68.55928039550781,67.42826080322266,67.62255096435547,-0.5,-0.8660253882408142
52200,53.293853759765625,68.54789733886719,67.70574951171875,67.45793151855469,-0.6087614297866821,-0.7933533191680908
54000,52.92616653442383,67.96247100830078,67.33496856689453,67.82173919677734,-0.7071067690849304,-0.7071067690849304
55800,52.790260314941406,67.65734100341797,67.44757080078125,67.03421020507812,-0.7933533191680908,-0.6087614297866821
57600,53.42186737060547,67.42977142333984,66.53095245361328,67.13243103027344,-0.8660253882408142,-0.5
59400,53.65406036376953,67.91654968261719,67.34876251220703,66.9222412109375,-0.9238795042037964,-0.3826834261417389
61200,53.36991500854492,68.05296325683594,66.89405822753906,67.3878173828125,-0.9659258127212524,-0.258819043636322
63000,53.244483947753906,68.05742645263672,67.49214172363281,67.09930419921875,-0.9914448857307434,-0.13052618503570557
64800,52.9268684387207,68.18644714355469,67.5084457397461,67.8036880493164,-1.0,-1.8369701465288538e-16
66600,51.99186325073242,67.66017150878906,67.68408203125,67.27657318115234,-0.9914448857307434,0.13052618503570557
68400,51.11170959472656,66.82618713378906,66.70439910888672,67.18296813964844,-0.9659258127212524,0.258819043636322
70200,54.187435150146484,67.16555786132812,66.79693603515625,66.54159545898438,-0.9238795042037964,0.3826834261417389
72000,54.33397674560547,68.04551696777344,67.07947540283203,67.19792175292969,-0.8660253882408142,0.5
73800,52.456695556640625,68.58838653564453,67.71649169921875,67.4981689453125,-0.7933533191680908,0.6087614297866821
75600,51.91292953491211,67.37731170654297,66.9761962890625,67.50062561035156,-0.7071067690849304,0.7071067690849304
77400,52.35115051269531,66.81219482421875,67.29483032226562,66.7664794921875,-0.6087614297866821,0.7933533191680908
79200,53.2220573425293,67.1467056274414,66.58230590820312,66.89257049560547,-0.5,0.8660253882408142
81000,53.211692810058594,67.57532501220703,67.0034408569336,66.61380004882812,-0.3826834261417389,0.9238795042037964
82800,52.559852600097656,67.75485229492188,66.75220489501953,67.15995788574219,-0.258819043636322,0.9659258127212524
84600,51.77594757080078,67.38170623779297,67.2840347290039,66.87557220458984,-0.13052618503570557,0.9914448857307434
86400,52.8345947265625,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
