Time,pressure_20,pressure_30,pressure_110,pressure_70,pressure_60,pressure_90,pressure_100,pressure_40,pressure_50,pressure_80,pressure_150,pressure_140,pressure_170,pressure_130,pressure_160,pressure_120,pressure_55,pressure_75,pressure_115,flow_b2,flow_b1,flow_b3,flow_78,flow_80,flow_178,pump_efficiency_b2,pump_efficiency_b1,pump_efficiency_b3,pump_energyconsumption_b2,pump_energyconsumption_b1,pump_energyconsumption_b3,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
0,63.50478744506836,52.34086608886719,51.679847717285156,51.953895568847656,51.69013977050781,51.11830139160156,51.531795501708984,51.069183349609375,51.28684616088867,51.36207580566406,30.186262130737305,42.479736328125,29.848678588867188,30.02344512939453,30.270488739013672,30.08355712890625,42.09818649291992,42.163307189941406,42.17924499511719,0.0,0.7777764797210693,0.7777814865112305,-0.02078251913189888,0.524538516998291,-0.45530954003334045,0.0,0.6395172476768494,0.6395161151885986,0.0,0.6377329230308533,0.6377381086349487,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
1800,67.52081298828125,54.20058822631836,53.4410400390625,53.47734832763672,51.75239562988281,52.07338333129883,52.21099853515625,52.90471267700195,52.83953857421875,51.80104064941406,30.473773956298828,42.20978927612305,30.028993606567383,30.0936279296875,30.037870407104492,30.822965621948242,42.97052001953125,42.373233795166016,42.2673225402832,0.0,1.0384507179260254,1.0084960460662842,-0.667049765586853,-0.5255994200706482,0.4459325671195984,0.0,0.5908999443054199,0.5969037413597107,0.0,0.977135419845581,0.9394047856330872,66.90608978271484,66.53004455566406,66.530029296875,0.13052618503570557,0.9914448857307434
3600,61.19197463989258,52.19256591796875,51.920867919921875,52.04148483276367,52.772830963134766,51.938453674316406,51.94298553466797,51.958370208740234,51.965187072753906,52.03325653076172,30.59775161743164,42.71221923828125,30.51285743713379,30.553068161010742,30.583864212036133,30.561485290527344,42.73972702026367,42.71147155761719,42.707000732421875,0.0,0.0,0.0,0.5610437989234924,0.16912299394607544,0.19685260951519012,0.0,0.0,0.0,0.0,0.0,0.0,68.0754623413086,67.17012786865234,67.08219909667969,0.258819043636322,0.9659258127212524
5400,60.74868392944336,51.642921447753906,51.5804328918457,51.619110107421875,51.83003234863281,51.56648254394531,51.62477111816406,51.530494689941406,51.60837173461914,51.691856384277344,30.361299514770508,42.832298278808594,30.30255699157715,30.301481246948242,30.377784729003906,30.251493453979492,42.50870132446289,42.6631965637207,42.697025299072266,0.0,0.0,0.0,0.31806790828704834,0.17017586529254913,-0.5975978970527649,0.0,0.0,0.0,0.0,0.0,0.0,67.09192657470703,66.96416473388672,67.32594299316406,0.3826834261417389,0.9238795042037964
7200,64.496826171875,52.79261779785156,52.436798095703125,52.40161895751953,51.34754943847656,51.56554412841797,51.727481842041016,51.9373664855957,51.929344177246094,51.44797134399414,30.19883918762207,42.2359619140625,30.060894012451172,30.18111801147461,30.181865692138672,30.47123908996582,42.46559143066406,42.26590347290039,42.237098693847656,0.0,0.8149978518486023,0.7684974074363708,-0.5137734413146973,-0.04651658609509468,0.31744855642318726,0.0,0.6327663660049438,0.643175482749939,0.0,0.6854491233825684,0.6358798146247864,66.53433227539062,66.75692749023438,66.58598327636719,0.5,0.8660253882408142
9000,62.26758575439453,52.417293548583984,51.9681282043457,52.08262634277344,52.186161041259766,51.87091827392578,51.8504753112793,52.367305755615234,52.07358932495117,51.9127197265625,30.416362762451172,42.590911865234375,30.3410701751709,30.34583854675293,30.263729095458984,30.555471420288086,42.91597366333008,42.71797180175781,42.61713409423828,0.1728370636701584,0.0,0.0,0.33691057562828064,-0.22600755095481873,-0.30165186524391174,0.24143648147583008,0.0,0.0,0.36840102076530457,0.0,0.0,67.43501281738281,66.8135757446289,66.97905731201172,0.6087614297866821,0.7933533191680908
10800,60.67444610595703,51.534698486328125,51.54684066772461,51.529930114746094,51.596641540527344,51.50623321533203,51.52847671508789,51.443992614746094,51.44837951660156,51.51039123535156,30.175514221191406,42.264122009277344,30.161582946777344,30.293025970458984,30.401426315307617,30.259366989135742,42.272674560546875,42.26307678222656,42.2613525390625,0.0,0.0,0.0,0.181487575173378,0.6127879023551941,0.3585784435272217,0.0,0.0,0.0,0.0,0.0,0.0,66.8443832397461,67.08881378173828,66.60554504394531,0.7071067690849304,0.7071067690849304
12600,62.442623138427734,52.148719787597656,51.87162780761719,51.94660186767578,51.5600471496582,51.56840515136719,51.6362190246582,51.72810363769531,51.728736877441406,51.56507873535156,30.253625869750977,42.44515609741211,30.138771057128906,30.139558792114258,30.13889503479004,30.244810104370117,42.48381042480469,42.44514465332031,42.43993377685547,0.0,0.6988235116004944,0.3588045835494995,-0.26853644847869873,-0.2771662175655365,-0.17038360238075256,0.0,0.6293556690216064,0.49309444427490234,0.0,0.5729550123214722,0.3754715323448181,66.78404235839844,66.68927001953125,66.83988952636719,0.7933533191680908,0.6087614297866821
14400,60.793785095214844,51.7032470703125,51.62486267089844,51.6486701965332,51.98359680175781,51.597747802734375,51.61936569213867,51.52385711669922,51.52964782714844,51.62226104736328,30.261564254760742,42.29102325439453,30.15338706970215,30.289609909057617,30.371456146240234,30.28929901123047,42.31626510620117,42.290828704833984,42.2870979309082,0.0,0.0,0.0,0.3851592540740967,0.5102552175521851,0.3743470013141632,0.0,0.0,0.0,0.0,0.0,0.0,67.25480651855469,67.02680969238281,66.62891387939453,0.8660253882408142,0.5
16200,61.33197784423828,51.735164642333984,51.546607971191406,51.63907241821289,51.537654876708984,51.4849967956543,51.51934051513672,51.55229187011719,51.567718505859375,51.51280212402344,30.18333625793457,42.44877624511719,30.07009506225586,30.06806182861328,30.07012367248535,30.09153175354004,42.41609573364258,42.419921875,42.420875549316406,0.08724362403154373,0.5866687893867493,0.0,-0.08461816608905792,-0.2379710078239441,-0.36352118849754333,0.10936248302459717,0.5872055292129517,0.0,0.40465617179870605,0.506784975528717,0.0,66.77577209472656,66.62680053710938,66.87644958496094,0.9238795042037964,0.3826834261417389
18000,61.06253433227539,51.68379211425781,51.574806213378906,51.6193733215332,51.6042366027832,51.50575637817383,51.51878356933594,51.521854400634766,51.521522521972656,51.505699157714844,30.154878616333008,42.260066986083984,30.08976936340332,30.1417179107666,30.151254653930664,30.1697940826416,42.30753707885742,42.2657356262207,42.260093688964844,0.0,0.46782374382019043,0.0,-0.0023241324815899134,0.07760950177907944,0.24602943658828735,0.0,0.5394749641418457,0.0,0.0,0.43803659081459045,0.0,66.84423065185547,66.72967529296875,66.62287902832031,0.9659258127212524,0.258819043636322
19800,60.488372802734375,51.35753631591797,51.22722625732422,51.30825424194336,51.57731628417969,51.1793212890625,51.2940673828125,51.10881805419922,51.219573974609375,51.33503723144531,30.00835609436035,42.44023513793945,29.905160903930664,29.914718627929688,30.036884307861328,29.88970375061035,42.093441009521484,42.23457336425781,42.266334533691406,0.0,0.17558661103248596,0.0,0.383707195520401,0.257010281085968,-0.5786073207855225,0.0,0.23825091123580933,0.0,0.0,0.3689344823360443,0.0,66.84831237792969,66.63516235351562,66.92752075195312,0.9914448857307434,0.13052618503570557
21600,67.5893325805664,53.98490524291992,52.70639419555664,53.10403823852539,52.07044982910156,51.54287338256836,51.84417724609375,51.86823272705078,51.89983367919922,51.590084075927734,30.27217674255371,42.275421142578125,29.93806266784668,30.1458683013916,30.244428634643555,30.411802291870117,42.338382720947266,42.238346099853516,42.21807861328125,0.0,1.101555585861206,1.1528667211532593,-0.276806116104126,0.17495383322238922,0.22676613926887512,0.0,0.5786129832267761,0.5687574744224548,0.0,1.059552550315857,1.1281225681304932,67.29351806640625,66.83133697509766,66.64120483398438,1.0,-1.6081226229577292e-16
23400,60.479225158691406,51.5356559753418,51.18427276611328,51.34181213378906,52.43545913696289,51.196533203125,51.31477355957031,51.1417350769043,51.27159881591797,51.45455551147461,30.048425674438477,42.439491271972656,29.84528160095215,29.864896774291992,30.023500442504883,29.842519760131836,42.12841033935547,42.230491638183594,42.254119873046875,0.0,0.0,0.0,0.7351104021072388,0.23438026010990143,-0.5639945864677429,0.0,0.0,0.0,0.0,0.0,0.0,67.77877807617188,66.61827850341797,66.92198944091797,0.9914448857307434,-0.13052618503570557
25200,68.01422119140625,54.498382568359375,53.13848114013672,53.578224182128906,52.55055236816406,51.9658317565918,52.20166778564453,52.45640563964844,52.45677947998047,51.965267181396484,30.588716506958008,42.382755279541016,30.11759376525879,30.26275062561035,30.283300399780273,30.663320541381836,42.68931579589844,42.397071838378906,42.36691665649414,0.0,1.0787973403930664,1.1307320594787598,-0.2907169759273529,-0.13283781707286835,0.3615337312221527,0.0,0.5838088393211365,0.5737612247467041,0.0,1.0346132516860962,1.1034109592437744,67.77201843261719,66.85273742675781,66.72352600097656,0.9659258127212524,-0.258819043636322
27000,60.47031784057617,51.58530044555664,51.16130828857422,51.353363037109375,52.88905715942383,51.09190368652344,51.34638977050781,50.88673400878906,51.14154815673828,51.52510452270508,30.155529022216797,42.653446197509766,29.85569190979004,29.925134658813477,30.315141677856445,29.82840919494629,42.00456619262695,42.231998443603516,42.28423309326172,0.0,0.0,0.0,0.9074403643608093,0.6475518345832825,-0.6652554869651794,0.0,0.0,0.0,0.0,0.0,0.0,68.28165435791016,67.0145034790039,67.17118072509766,0.9238795042037964,-0.3826834261417389
28800,68.04896545410156,54.40906524658203,53.1544075012207,53.51382064819336,52.22770690917969,51.90727233886719,52.1170768737793,52.51426696777344,52.50804901123047,51.86561965942383,30.477752685546875,42.21797561645508,29.954681396484375,30.035139083862305,30.034793853759766,30.56144142150879,42.66947555541992,42.26853561401367,42.217750549316406,0.0,1.0834709405899048,1.1270455121994019,-0.39110463857650757,-0.3532349169254303,0.33872780203819275,0.0,0.5829578042030334,0.5745306611061096,0.0,1.041121006011963,1.0988776683807373,67.43559265136719,66.57064056396484,66.56365966796875,0.8660253882408142,-0.5
30600,60.95347595214844,51.99617385864258,51.67317581176758,51.80888748168945,52.79197311401367,51.683650970458984,51.73541259765625,51.66735076904297,51.716339111328125,51.82595443725586,30.403669357299805,42.59565734863281,30.283447265625,30.319355010986328,30.402305603027344,30.319305419921875,42.53873825073242,42.540489196777344,42.54094696044922,0.0,0.0,0.0,0.6792583465576172,0.25841593742370605,-0.09197279065847397,0.0,0.0,0.0,0.0,0.0,0.0,68.12122344970703,67.00081634521484,66.98308563232422,0.7933533191680908,-0.6087614297866821
32400,60.21858596801758,51.13861083984375,50.98213195800781,51.073699951171875,51.62877655029297,50.885780334472656,51.07290267944336,50.727867126464844,50.91349792480469,51.15873336791992,29.834388732910156,42.35938262939453,29.71181869506836,29.74770736694336,30.020414352416992,29.656158447265625,41.795955657958984,42.02248764038086,42.07355880737305,0.0,0.1025054082274437,0.0,0.5563631057739258,0.5451648235321045,-0.6436819434165955,0.0,0.13203886151313782,0.0,0.0,0.3869808316230774,0.0,66.93045043945312,66.68611145019531,66.86920166015625,0.7071067690849304,-0.7071067690849304
34200,67.80110931396484,54.18511962890625,53.025569915771484,53.32900619506836,52.03471374511719,51.76164245605469,52.007850646972656,52.29637145996094,52.29607391357422,51.7387580871582,30.390790939331055,42.22517395019531,29.981103897094727,30.111820220947266,30.121078491210938,30.544384002685547,42.550209045410156,42.248260498046875,42.215946197509766,0.0,1.070849895477295,1.1376057863235474,-0.3922617435455322,-0.15822410583496094,0.352984219789505,0.0,0.5849872827529907,0.5720567107200623,0.0,1.0218486785888672,1.110087275505066,67.242431640625,66.6880111694336,66.56781768798828,0.6087614297866821,-0.7933533191680908
36000,60.24278259277344,51.33324432373047,50.95802307128906,51.130821228027344,52.547203063964844,50.867584228515625,51.129127502441406,50.65000534057617,50.91328048706055,51.30231475830078,29.948383331298828,42.48234176635742,29.679039001464844,29.74987030029297,30.162988662719727,29.631397247314453,41.78203201293945,42.03710174560547,42.095401763916016,0.0,0.0,0.0,0.8757573366165161,0.697874128818512,-0.6780704855918884,0.0,0.0,0.0,0.0,0.0,0.0,67.93008422851562,66.88069915771484,67.00489807128906,0.5,-0.8660253882408142
37800,66.63947296142578,53.46293258666992,51.71046829223633,52.48285675048828,52.23320007324219,50.70740509033203,51.28646469116211,50.844810485839844,51.118003845214844,51.143184661865234,29.890562057495117,42.10176467895508,29.25267219543457,29.557859420776367,29.90431022644043,29.74076271057129,41.733821868896484,41.74199676513672,41.74415969848633,0.0,1.102208137512207,1.1666473150253296,0.04593493789434433,0.45994213223457336,-0.3915557265281677,0.0,0.5767495036125183,0.5643556118011475,0.0,1.0493035316467285,1.1350406408309937,67.47380828857422,66.5457763671875,66.53587341308594,0.3826834261417389,-0.9238795042037964
39600,68.0749282836914,54.344966888427734,53.070255279541016,53.43610763549805,52.139469146728516,51.80299758911133,52.02973937988281,52.39928436279297,52.396453857421875,51.77254867553711,30.397634506225586,42.17829895019531,29.89998435974121,29.987028121948242,29.98741340637207,30.486478805541992,42.58222198486328,42.21736526489258,42.17516326904297,0.0,1.1049093008041382,1.1340118646621704,-0.3880946636199951,-0.32078418135643005,0.3097938299179077,0.0,0.5788397192955017,0.573244571685791,0.0,1.0696653127670288,1.1085550785064697,67.34781646728516,66.52999877929688,66.52999877929688,0.258819043636322,-0.9659258127212524
41400,59.79642105102539,50.95502471923828,50.490142822265625,50.70840835571289,52.59384536743164,50.31087112426758,50.7087516784668,49.961395263671875,50.361595153808594,50.95268630981445,29.610300064086914,42.343143463134766,29.28704261779785,29.406402587890625,30.072031021118164,29.187509536743164,41.244590759277344,41.65557861328125,41.749183654785156,0.0,0.0,0.0,1.0339323282241821,0.9936115145683289,-0.7959834337234497,0.0,0.0,0.0,0.0,0.0,0.0,68.02816772460938,66.920654296875,66.9135971069336,0.13052618503570557,-0.9914448857307434
43200,68.31694793701172,54.61241149902344,53.72484588623047,53.80610656738281,51.95811462402344,52.25715637207031,52.39727020263672,53.173057556152344,53.09566879272461,51.96274185180664,30.624855041503906,42.227027893066406,30.05109977722168,30.123262405395508,30.05694007873535,30.949729919433594,43.118408203125,42.42243957519531,42.29829406738281,0.0,1.040781021118164,1.1081774234771729,-0.6659405827522278,-0.5870247483253479,0.5074910521507263,0.0,0.5918249487876892,0.5786430239677429,0.0,0.988828718662262,1.0768458843231201,67.11209106445312,66.53008270263672,66.53002166748047,-3.2162452459154583e-16,-1.0
45000,61.16567611694336,52.19784164428711,51.89697265625,52.02058029174805,52.95489501953125,51.90032958984375,51.94572830200195,51.876766204833984,51.917633056640625,52.029449462890625,30.6097354888916,42.775997161865234,30.5009708404541,30.544857025146484,30.62522315979004,30.54487419128418,42.732486724853516,42.73251724243164,42.73252487182617,0.0,0.0,0.0,0.6599988341331482,0.36999568343162537,0.0608401782810688,0.0,0.0,0.0,0.0,0.0,0.0,68.2795181274414,67.24496459960938,67.15840911865234,-0.13052618503570557,-0.9914448857307434
46800,60.35544967651367,51.309139251708984,51.154869079589844,51.241661071777344,51.821929931640625,51.10398864746094,51.2487678527832,50.99331283569336,51.166709899902344,51.38211441040039,30.049917221069336,42.67868423461914,29.934572219848633,29.942609786987305,30.164674758911133,29.835899353027344,42.074283599853516,42.339332580566406,42.39827346801758,0.0,0.0,0.0,0.5509568452835083,0.41330471634864807,-0.7598102688789368,0.0,0.0,0.0,0.0,0.0,0.0,67.12250518798828,66.79438781738281,67.2337417602539,-0.258819043636322,-0.9659258127212524
48600,66.61624908447266,53.35383224487305,52.06440353393555,52.527828216552734,51.77280044555664,51.03944396972656,51.46729278564453,51.20509338378906,51.352684020996094,51.27007293701172,30.026103973388672,42.20856857299805,29.616241455078125,29.85039520263672,30.05987548828125,30.047828674316406,41.99176788330078,41.991756439208984,41.99175262451172,0.0,1.0699427127838135,1.1441339254379272,-0.1724805235862732,0.40584897994995117,-0.14445795118808746,0.0,0.5830376148223877,0.5686047077178955,0.0,1.0072654485702515,1.1044509410858154,67.00575256347656,66.68780517578125,66.60047149658203,-0.3826834261417389,-0.9238795042037964
