Time,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
0,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
1800,67.78876495361328,67.27762603759766,67.20925903320312,0.13052618503570557,0.9914448857307434
3600,66.84281921386719,66.71363830566406,66.98426818847656,0.258819043636322,0.9659258127212524
5400,66.52999877929688,66.52999877929688,66.52999877929688,0.3826834261417389,0.9238795042037964
7200,67.09352111816406,66.7003173828125,66.65896606445312,0.5,0.8660253882408142
9000,67.44808197021484,66.91670989990234,66.99028778076172,0.6087614297866821,0.7933533191680908
10800,67.19430541992188,66.98470306396484,66.8272705078125,0.7071067690849304,0.7071067690849304
12600,66.52999877929688,66.7002182006836,66.7621841430664,0.7933533191680908,0.6087614297866821
14400,66.86497497558594,66.62883758544922,66.58027648925781,0.8660253882408142,0.5
16200,66.98967742919922,66.57268524169922,66.6402816772461,0.9238795042037964,0.3826834261417389
18000,67.14224243164062,66.8567886352539,66.6758041381836,0.9659258127212524,0.258819043636322
19800,67.26151275634766,66.7326889038086,67.06172943115234,0.9914448857307434,0.13052618503570557
21600,67.22169494628906,67.0977554321289,66.62591552734375,1.0,-1.6081226229577292e-16
23400,67.0010986328125,66.58264923095703,66.71028137207031,0.9914448857307434,-0.13052618503570557
25200,67.1753158569336,66.53804016113281,66.57818603515625,0.9659258127212524,-0.258819043636322
27000,67.73714447021484,66.95718383789062,66.81778717041016,0.9238795042037964,-0.3826834261417389
28800,67.75991821289062,66.6447982788086,66.99424743652344,0.8660253882408142,-0.5
30600,66.92303466796875,66.52999877929688,66.52999877929688,0.7933533191680908,-0.6087614297866821
32400,66.97753143310547,66.52999877929688,66.52999877929688,0.7071067690849304,-0.7071067690849304
34200,68.04349517822266,67.1266098022461,67.05014038085938,0.6087614297866821,-0.7933533191680908
36000,68.4093246459961,67.17335510253906,67.3441390991211,0.5,-0.8660253882408142
37800,67.42633819580078,67.09941101074219,66.90801239013672,0.3826834261417389,-0.9238795042037964
39600,66.67000579833984,66.53003692626953,66.52999877929688,0.258819043636322,-0.9659258127212524
41400,66.52999877929688,66.53003692626953,66.52999877929688,0.13052618503570557,-0.9914448857307434
43200,67.61454772949219,66.8575439453125,66.77860260009766,-3.2162452459154583e-16,-1.0
45000,68.17769622802734,67.043701171875,67.15825653076172,-0.13052618503570557,-0.9914448857307434
46800,68.14893341064453,67.13280487060547,66.96639251708984,-0.258819043636322,-0.9659258127212524
48600,67.76301574707031,67.07316589355469,67.38746643066406,-0.3826834261417389,-0.9238795042037964
50400,67.66481018066406,67.44961547851562,67.03667449951172,-0.5,-0.8660253882408142
52200,67.11083221435547,66.52999877929688,66.56388092041016,-0.6087614297866821,-0.7933533191680908
54000,67.05311584472656,66.52999877929688,66.5300064086914,-0.7071067690849304,-0.7071067690849304
55800,66.52999877929688,66.52999877929688,66.5300064086914,-0.7933533191680908,-0.6087614297866821
57600,67.32548522949219,66.66160583496094,66.61740112304688,-0.8660253882408142,-0.5
59400,68.38800048828125,67.33557891845703,67.29338836669922,-0.9238795042037964,-0.3826834261417389
61200,68.11102294921875,67.47322845458984,67.614013671875,-0.9659258127212524,-0.258819043636322
63000,67.30086517333984,67.56877899169922,67.2833023071289,-0.9914448857307434,-0.13052618503570557
64800,66.54202270507812,66.56289672851562,66.7970962524414,-1.0,-1.8369701465288538e-16
66600,67.26881408691406,66.83076477050781,66.75959777832031,-0.9914448857307434,0.13052618503570557
68400,68.13072967529297,67.21692657470703,67.24617004394531,-0.9659258127212524,0.258819043636322
70200,68.25760650634766,67.67691040039062,67.57666015625,-0.9238795042037964,0.3826834261417389
72000,67.13662719726562,66.92063903808594,67.21761322021484,-0.8660253882408142,0.5
73800,66.5300064086914,66.52999877929688,66.52999877929688,-0.7933533191680908,0.6087614297866821
75600,66.5300064086914,66.52999877929688,66.52999877929688,-0.7071067690849304,0.7071067690849304
77400,66.5300064086914,66.52999877929688,66.52999877929688,-0.6087614297866821,0.7933533191680908
79200,67.3608169555664,66.73928833007812,66.68242645263672,-0.5,0.8660253882408142
81000,68.09563446044922,67.22065734863281,67.23465728759766,-0.3826834261417389,0.9238795042037964
82800,67.5181884765625,67.4280776977539,67.40122985839844,-0.258819043636322,0.9659258127212524
84600,67.18958282470703,67.24334716796875,67.47923278808594,-0.13052618503570557,0.9914448857307434
86400,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
