Time,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
0,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
1800,67.7052230834961,67.19109344482422,67.13199615478516,0.13052618503570557,0.9914448857307434
3600,67.66964721679688,67.13504028320312,67.34856414794922,0.258819043636322,0.9659258127212524
5400,67.56401062011719,67.31818389892578,66.95466613769531,0.3826834261417389,0.9238795042037964
7200,67.34306335449219,66.63232421875,67.24700164794922,0.5,0.8660253882408142
9000,67.69064331054688,67.4556884765625,66.95899200439453,0.6087614297866821,0.7933533191680908
10800,67.75675964355469,66.96533966064453,67.51799011230469,0.7071067690849304,0.7071067690849304
12600,67.62315368652344,67.64154052734375,67.1015396118164,0.7933533191680908,0.6087614297866821
14400,67.3216781616211,66.96012115478516,67.66027069091797,0.8660253882408142,0.5
16200,67.31912994384766,67.5545654296875,66.8969497680664,0.9238795042037964,0.3826834261417389
18000,67.45671844482422,66.82603454589844,67.49759674072266,0.9659258127212524,0.258819043636322
19800,67.10928344726562,67.19036865234375,66.6621322631836,0.9914448857307434,0.13052618503570557
21600,66.8705062866211,66.57506561279297,66.72335052490234,1.0,-1.6081226229577292e-16
23400,67.13716125488281,66.96556854248047,66.65436553955078,0.9914448857307434,-0.13052618503570557
25200,66.83782196044922,66.530029296875,66.52999877929688,0.9659258127212524,-0.258819043636322
27000,66.52999877929688,66.530029296875,66.52999877929688,0.9238795042037964,-0.3826834261417389
28800,67.46617889404297,66.71296691894531,66.65564727783203,0.8660253882408142,-0.5
30600,68.28612518310547,67.20267486572266,67.21258544921875,0.7933533191680908,-0.6087614297866821
32400,68.86175537109375,67.73303985595703,67.68158721923828,0.7071067690849304,-0.7071067690849304
34200,67.94892883300781,67.70985412597656,67.9470443725586,0.6087614297866821,-0.7933533191680908
36000,67.15814208984375,67.28875732421875,67.24231719970703,0.5,-0.8660253882408142
37800,66.78648376464844,66.52999877929688,66.59062194824219,0.3826834261417389,-0.9238795042037964
39600,66.53001403808594,66.52999877929688,66.52999877929688,0.258819043636322,-0.9659258127212524
41400,66.63687133789062,66.52999877929688,66.52999877929688,0.13052618503570557,-0.9914448857307434
43200,67.75830078125,66.95159149169922,66.86907958984375,-3.2162452459154583e-16,-1.0
45000,68.10884857177734,66.8853759765625,67.09922790527344,-0.13052618503570557,-0.9914448857307434
46800,68.10452270507812,67.05422973632812,66.8092269897461,-0.258819043636322,-0.9659258127212524
48600,67.6139144897461,66.52999877929688,66.56425476074219,-0.3826834261417389,-0.9238795042037964
50400,66.6761703491211,66.52999877929688,66.52999877929688,-0.5,-0.8660253882408142
52200,67.27190399169922,66.52999877929688,66.52999877929688,-0.6087614297866821,-0.7933533191680908
54000,67.12326049804688,66.52999877929688,66.52999877929688,-0.7071067690849304,-0.7071067690849304
55800,67.57671356201172,66.79703521728516,66.7850112915039,-0.7933533191680908,-0.6087614297866821
57600,67.87061309814453,67.09562683105469,67.11978912353516,-0.8660253882408142,-0.5
59400,66.6771011352539,66.53010559082031,66.52999877929688,-0.9238795042037964,-0.3826834261417389
61200,66.52999877929688,66.53010559082031,66.52999877929688,-0.9659258127212524,-0.258819043636322
63000,67.0583267211914,66.53010559082031,66.52999877929688,-0.9914448857307434,-0.13052618503570557
64800,67.54576873779297,66.63371276855469,66.6334228515625,-1.0,-1.8369701465288538e-16
66600,67.32051849365234,66.77339935302734,66.79519653320312,-0.9914448857307434,0.13052618503570557
68400,67.27070617675781,66.93225860595703,66.86125946044922,-0.9659258127212524,0.258819043636322
70200,67.26604461669922,66.74830627441406,67.01250457763672,-0.9238795042037964,0.3826834261417389
72000,67.06439971923828,66.68338775634766,66.55423736572266,-0.8660253882408142,0.5
73800,67.27830505371094,66.7474594116211,66.95913696289062,-0.7933533191680908,0.6087614297866821
75600,67.44491577148438,67.1866683959961,66.85350036621094,-0.7071067690849304,0.7071067690849304
77400,66.53014373779297,66.52999877929688,66.52999877929688,-0.6087614297866821,0.7933533191680908
79200,66.53014373779297,66.52999877929688,66.52999877929688,-0.5,0.8660253882408142
81000,66.96771240234375,66.52999877929688,66.52999877929688,-0.3826834261417389,0.9238795042037964
82800,67.29452514648438,66.78627014160156,66.77462768554688,-0.258819043636322,0.9659258127212524
84600,67.72596740722656,67.17961883544922,67.17403411865234,-0.13052618503570557,0.9914448857307434
86400,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
