Time,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
0,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
1800,67.77172088623047,67.26004028320312,67.1933364868164,0.13052618503570557,0.9914448857307434
3600,66.97431945800781,66.66047668457031,66.92266845703125,0.258819043636322,0.9659258127212524
5400,67.16361999511719,67.06938171386719,66.60420227050781,0.3826834261417389,0.9238795042037964
7200,66.77776336669922,66.53002166748047,66.52999877929688,0.5,0.8660253882408142
9000,66.53006744384766,66.53002166748047,66.52999877929688,0.6087614297866821,0.7933533191680908
10800,66.53006744384766,66.53002166748047,66.52999877929688,0.7071067690849304,0.7071067690849304
12600,67.00981903076172,66.6044692993164,66.57646942138672,0.7933533191680908,0.6087614297866821
14400,67.3197021484375,66.82267761230469,66.88021087646484,0.8660253882408142,0.5
16200,67.473876953125,67.12843322753906,66.97064971923828,0.9238795042037964,0.3826834261417389
18000,67.42657470703125,66.88224029541016,67.259033203125,0.9659258127212524,0.258819043636322
19800,67.39974975585938,67.34378814697266,66.8357925415039,0.9914448857307434,0.13052618503570557
21600,67.18338012695312,66.60972595214844,67.2889404296875,1.0,-1.6081226229577292e-16
23400,66.92574310302734,66.57059478759766,66.53874969482422,0.9914448857307434,-0.13052618503570557
25200,67.33670043945312,66.57389831542969,66.56245422363281,0.9659258127212524,-0.258819043636322
27000,66.89476013183594,66.52999877929688,66.52999877929688,0.9238795042037964,-0.3826834261417389
28800,66.52999877929688,66.52999877929688,66.52999877929688,0.8660253882408142,-0.5
30600,67.83382415771484,67.13001251220703,67.0261001586914,0.7933533191680908,-0.6087614297866821
32400,68.3094253540039,67.20889282226562,67.37725830078125,0.7071067690849304,-0.7071067690849304
34200,67.8936996459961,67.12957000732422,66.93915557861328,0.6087614297866821,-0.7933533191680908
36000,67.43000793457031,66.54519653320312,67.02975463867188,0.5,-0.8660253882408142
37800,67.36177062988281,66.53002166748047,66.52999877929688,0.3826834261417389,-0.9238795042037964
39600,67.97125244140625,66.9821548461914,66.95671844482422,0.258819043636322,-0.9659258127212524
41400,68.17840576171875,66.96924591064453,67.1130142211914,0.13052618503570557,-0.9914448857307434
43200,68.5107192993164,67.55245971679688,67.33649444580078,-3.2162452459154583e-16,-1.0
45000,67.94985961914062,66.92485809326172,67.43575286865234,-0.13052618503570557,-0.9914448857307434
46800,67.03630065917969,67.32013702392578,66.80359649658203,-0.258819043636322,-0.9659258127212524
48600,66.76182556152344,66.53014373779297,66.52999877929688,-0.3826834261417389,-0.9238795042037964
50400,67.41041564941406,66.71507263183594,66.69235229492188,-0.5,-0.8660253882408142
52200,67.32616424560547,66.530029296875,66.52999877929688,-0.6087614297866821,-0.7933533191680908
54000,67.005126953125,66.530029296875,66.52999877929688,-0.7071067690849304,-0.7071067690849304
55800,66.97344207763672,66.56962585449219,66.5924301147461,-0.7933533191680908,-0.6087614297866821
57600,66.74462127685547,66.52999877929688,66.52999877929688,-0.8660253882408142,-0.5
59400,66.52999877929688,66.52999877929688,66.52999877929688,-0.9238795042037964,-0.3826834261417389
61200,67.41488647460938,66.73074340820312,66.67777252197266,-0.9659258127212524,-0.258819043636322
63000,67.8984603881836,66.81028747558594,66.93502807617188,-0.9914448857307434,-0.13052618503570557
64800,67.58424377441406,67.15543365478516,66.97119140625,-1.0,-1.8369701465288538e-16
66600,66.72992706298828,66.52999877929688,66.52999877929688,-0.9914448857307434,0.13052618503570557
68400,66.68477630615234,66.52999877929688,66.52999877929688,-0.9659258127212524,0.258819043636322
70200,67.44886779785156,66.8176040649414,66.7742919921875,-0.9238795042037964,0.3826834261417389
72000,67.74076080322266,67.0253677368164,67.11361694335938,-0.8660253882408142,0.5
73800,67.6590805053711,67.34928131103516,67.17147827148438,-0.7933533191680908,0.6087614297866821
75600,66.53006744384766,66.52999877929688,66.52999877929688,-0.7071067690849304,0.7071067690849304
77400,66.53006744384766,66.52999877929688,66.52999877929688,-0.6087614297866821,0.7933533191680908
79200,67.06109619140625,66.6474380493164,66.61316680908203,-0.5,0.8660253882408142
81000,67.21626281738281,66.6573715209961,66.79663848876953,-0.3826834261417389,0.9238795042037964
82800,67.41449737548828,67.107177734375,66.8514404296875,-0.258819043636322,0.9659258127212524
84600,67.69383239746094,67.1897964477539,67.43273162841797,-0.13052618503570557,0.9914448857307434
86400,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
