Time,pressure_20,pressure_30,pressure_110,pressure_70,pressure_60,pressure_90,pressure_100,pressure_40,pressure_50,pressure_80,pressure_150,pressure_140,pressure_170,pressure_130,pressure_160,pressure_120,pressure_55,pressure_75,pressure_115,tank_volume_65,tank_volume_165,tank_volume_265,sin_daytime,cos_daytime
0,64.22679138183594,52.8624153137207,52.41373062133789,52.484336853027344,51.719635009765625,51.74403381347656,51.88835144042969,52.03140640258789,52.03146743774414,51.719932556152344,30.422710418701172,42.548988342285156,30.311723709106445,30.35674285888672,30.359619140625,30.55179786682129,42.65670394897461,42.55266571044922,42.5416145324707,66.93000030517578,66.93000030517578,66.93000030517578,0.0,1.0
1800,61.015010833740234,51.9549560546875,51.80851745605469,51.86930847167969,52.3077392578125,51.81251525878906,51.82463836669922,51.80719757080078,51.81901550292969,51.87044143676758,30.487581253051758,42.65478515625,30.439739227294922,30.46062660217285,30.488643646240234,30.461977005004883,42.64665985107422,42.6441764831543,42.64356994628906,67.58657836914062,67.07877349853516,67.03578186035156,0.13052618503570557,0.9914448857307434
3600,60.99160385131836,51.64654541015625,51.58612060546875,51.611515045166016,51.586692810058594,51.51192092895508,51.58590316772461,51.50983428955078,51.56690216064453,51.56830978393555,30.26701545715332,42.67057418823242,30.22604751586914,30.226055145263672,30.257680892944336,30.224885940551758,42.44395446777344,42.54475021362305,42.56711196899414,66.82670593261719,66.83399963378906,67.14188385009766,0.258819043636322,0.9659258127212524
5400,66.19507598876953,53.5843391418457,52.95526123046875,52.99375534057617,51.68915557861328,51.825172424316406,51.999298095703125,52.353912353515625,52.335269927978516,51.692161560058594,30.375595092773438,42.247371673583984,30.083221435546875,30.240276336669922,30.240192413330078,30.690765380859375,42.66655731201172,42.31156539916992,42.25584030151367,66.87281036376953,66.80797576904297,66.56486511230469,0.3826834261417389,0.9238795042037964
7200,61.069053649902344,52.04695129394531,51.78739547729492,51.92340087890625,52.511512756347656,51.852081298828125,51.857337951660156,51.886817932128906,51.89863204956055,51.941139221191406,30.52786636352539,42.732093811035156,30.41560935974121,30.415569305419922,30.423980712890625,30.419963836669922,42.7241325378418,42.72126388549805,42.7205696105957,67.80176544189453,66.9909439086914,67.12974548339844,0.5,0.8660253882408142
9000,61.58678436279297,51.95103073120117,51.95691680908203,51.906280517578125,51.69680404663086,51.73900604248047,51.8187370300293,51.74004364013672,51.74182891845703,51.712791442871094,30.42728614807129,42.53331756591797,30.398099899291992,30.52463722229004,30.559219360351562,30.559158325195312,42.54817199707031,42.53226089477539,42.529518127441406,66.92848205566406,67.18316650390625,66.88948059082031,0.6087614297866821,0.7933533191680908
10800,65.06529998779297,53.423377990722656,52.78507614135742,52.958160400390625,52.057395935058594,52.112281799316406,52.207786560058594,52.581119537353516,52.570594787597656,52.059146881103516,30.72598648071289,42.85110855102539,30.35614585876465,30.332401275634766,30.27059555053711,30.685007095336914,43.09870529174805,42.88599395751953,42.85392379760742,67.25924682617188,66.70978546142578,67.2424545288086,0.7071067690849304,0.7071067690849304
12600,61.247371673583984,52.20561981201172,52.05503845214844,52.10224914550781,52.714752197265625,52.013824462890625,52.055381774902344,51.91765213012695,51.93804931640625,52.07707977294922,30.70109748840332,42.72896957397461,30.55569839477539,30.720962524414062,30.8516845703125,30.71906280517578,42.7253303527832,42.71457290649414,42.71213912963867,68.01188659667969,67.5436782836914,67.07015991210938,0.7933533191680908,0.6087614297866821
14400,60.828060150146484,51.72786331176758,51.60459899902344,51.687259674072266,51.825469970703125,51.679473876953125,51.68484115600586,51.71353530883789,51.74437713623047,51.765262603759766,30.42572021484375,42.98413848876953,30.334747314453125,30.250314712524414,30.249221801757812,30.24958038330078,42.70014953613281,42.86831283569336,42.90324020385742,67.07597351074219,66.78089141845703,67.51544952392578,0.8660253882408142,0.5
16200,66.0921859741211,53.31574630737305,52.762474060058594,52.78240966796875,51.50807571411133,51.56344223022461,51.9351692199707,51.850257873535156,51.86152648925781,51.5189323425293,30.365100860595703,42.31686782836914,30.135334014892578,30.489137649536133,30.592180252075195,30.724393844604492,42.40144729614258,42.30617141723633,42.289024353027344,66.70100402832031,67.23468017578125,66.6475830078125,0.9238795042037964,0.3826834261417389
